市区町村名,緯度,経度,区内バス停ID,バス会社名称,バス停名称,バス停数
新宿区,35.722515,139.70254,592,西武バス（株）,下落合三丁目,2
新宿区,35.722041,139.698032,594,都営バス,下落合四丁目,2
新宿区,35.716046,139.694613,596,関東バス（株）,下落合駅〔関東バス〕,None
新宿区,35.716558,139.696191,597,高速バス,下落合駅〔高速バス〕,None
台東区,35.724579,139.785323,599,京成バス（株）,下谷三丁目,2
台東区,35.721079,139.781121,602,都営バス,下谷二丁目,2
台東区,35.711451,139.781017,604,都営バス,下谷神社前,2
台東区,35.724749,139.788821,606,都営バス,下谷警察署前,2
練馬区,35.769593,139.644917,607,国際興業（株）,下赤塚〔川越街道上〕,None
板橋区,35.770568,139.645993,608,国際興業（株）,下赤塚駅〔北口〕,None
練馬区,35.769414,139.644701,610,西武バス（株）,下赤塚駅〔川越街道〕,None
渋谷区,35.646395,139.703719,611,東急バス（株）,下通り五丁目,2
江戸川区,35.69106,139.89332,612,京成バス（株）,下鎌田小学校,2
江戸川区,35.687439,139.900978,613,京成バス（株）,下鎌田東小学校,2
板橋区,35.753106,139.690837,614,国際興業（株）,下頭橋,2
世田谷区,35.639854,139.682006,615,東急バス（株）,下馬一丁目,4
世田谷区,35.633207,139.682713,618,東急バス（株）,下馬五丁目,2
世田谷区,35.628097,139.678728,619,東急バス（株）,下馬六丁目,2
世田谷区,35.638657,139.683186,620,東急バス（株）,下馬営業所,2
世田谷区,35.602272,139.647444,621,東急バス（株）,不動下,1
品川区,35.627188,139.714726,622,東急バス（株）,不動前駅入口,2
江東区,35.671258,139.797834,623,都営バス,不動尊前,None
目黒区,35.629352,139.71096,625,東急バス（株）,不動尊参道,2
品川区,35.626036,139.709713,626,東急バス（株）,不動尊門前,2
板橋区,35.773092,139.663366,627,国際興業（株）,不動通り,2
渋谷区,35.682406,139.682621,629,渋谷区,不動通り入口,2
世田谷区,35.642566,139.65258,631,小田急バス（株）,世田谷区役所入口,2
世田谷区,35.645652,139.653454,633,東急バス（株）,世田谷区民会館,3
世田谷区,35.620621,139.617729,635,東急バス（株）,世田谷総合高校,4
世田谷区,35.636968,139.675938,639,東急バス（株）,世田谷観音,3
世田谷区,35.640026,139.666108,642,東急バス（株）,世田谷警察署前,1
世田谷区,35.642831,139.649649,643,小田急バス（株）,世田谷駅前,4
墨田区,35.694542,139.795319,646,都営バス,両国四丁目,1
墨田区,35.694417,139.793033,647,都営バス,両国駅入口,1
墨田区,35.694976,139.792081,648,都営バス,両国駅前,2
墨田区,35.695317,139.792069,650,京成バス（株）,両国駅西口〔回向院入口〕,None
渋谷区,35.656039,139.7059,651,東急バス（株）,並木橋,3
中野区,35.704254,139.682652,654,西武バス（株）,並木通り,2
江戸川区,35.729988,139.881589,655,都営バス,中の橋,2
江東区,35.690021,139.838407,657,都営バス,中の橋通り,2
港区,35.654372,139.742362,658,港区,中ノ橋,4
世田谷区,35.634757,139.673842,660,東急バス（株）,中丸小学校,1
板橋区,35.739374,139.704978,662,国際興業（株）,中丸町,None
板橋区,35.744688,139.702553,663,国際興業（株）,中丸町坂上,2
板橋区,35.743221,139.702666,665,国際興業（株）,中丸町坂下,1
葛飾区,35.764459,139.841868,666,葛飾区,中之台小学校,2
新宿区,35.716146,139.687531,667,西武バス（株）,中井駅,2
台東区,35.719158,139.786533,668,都営バス,中入谷,1
練馬区,35.744995,139.571644,673,練馬区,中前新田,2
北区,35.766599,139.722787,674,国際興業（株）,中十条四丁目,2
練馬区,35.750074,139.610106,677,西武バス（株）,中原,2
板橋区,35.766988,139.677504,678,国際興業（株）,中台一丁目,2
板橋区,35.775334,139.680811,679,国際興業（株）,中台三丁目,2
板橋区,35.774659,139.683533,680,国際興業（株）,中台二丁目,2
江戸川区,35.707404,139.910408,681,京成バス（株）,中図師,2
大田区,35.582511,139.720366,683,東急バス（株）,中央一丁目,2
江戸川区,35.713274,139.874154,684,都営バス,中央三丁目,2
江戸川区,35.7077,139.872278,685,京成バス（株）,中央二丁目,2
中野区,35.701486,139.666903,686,京王バス,中央五丁目〔京王バス〕,None
北区,35.751837,139.72684,688,国際興業（株）,中央公園,2
中央区,35.670718,139.771677,693,中央区,中央区役所,None
江戸川区,35.650549,139.86293,695,都営バス,中央卸売市場葛西市場前,2
中野区,35.700128,139.671119,697,京王バス,中央四丁目,2
北区,35.756678,139.729391,698,北区,中央図書館,2
江戸川区,35.713599,139.870034,700,京成バス（株）,中央森林公園前,2
目黒区,35.630187,139.691968,701,東急バス（株）,中央町,2
目黒区,35.631546,139.692097,702,東急バス（株）,中央町二丁目,1
江戸川区,35.699646,139.873094,703,都営バス,中央通り,2
板橋区,35.761545,139.683375,706,国際興業（株）,中央通り〔板橋区常盤台〕,None
世田谷区,35.670429,139.602581,708,関東バス（株）,中宿,2
墨田区,35.713599,139.827554,711,都営バス,中居堀,4
足立区,35.749116,139.797719,714,足立区,中居町会館前,1
足立区,35.779138,139.797589,715,東武バス,中島根,2
足立区,35.782432,139.799348,716,東武バス,中島根小学校,2
足立区,35.769748,139.845102,717,日立自動車交通,中川四丁目〔はるかぜ〕,None
足立区,35.772725,139.84661,718,東武バス,中川四丁目〔東武バス〕,None
葛飾区,35.756534,139.853953,720,都営バス,中川大橋,2
足立区,35.780106,139.843059,721,東武バス,中川小学校前,2
江戸川区,35.699009,139.846217,723,都営バス,中川新橋,3
葛飾区,35.76225,139.856663,725,葛飾区,中川橋東,1
葛飾区,35.763245,139.853023,726,葛飾区,中川橋西,2
江戸川区,35.65217,139.863234,728,都営バス,中左近橋,3
渋谷区,35.680993,139.674761,731,渋谷区,中幡小学校,1
江戸川区,35.716271,139.835793,732,都営バス,中平井,1
品川区,35.605562,139.713855,733,東急バス（株）,中延駅前,2
練馬区,35.727815,139.661579,734,関東バス（株）,中新井橋,2
練馬区,35.732514,139.639089,735,関東バス（株）,中村三丁目,2
練馬区,35.72862,139.645746,736,関東バス（株）,中村中学校,None
練馬区,35.730444,139.639559,737,関東バス（株）,中村八幡,2
練馬区,35.734211,139.640569,738,関東バス（株）,中村公園,None
練馬区,35.735368,139.647426,739,京王バス,中村北一丁目,2
練馬区,35.733474,139.638949,740,関東バス（株）,中村北三丁目,1
練馬区,35.73681,139.643971,741,関東バス（株）,中村北二丁目,2
練馬区,35.735829,139.635415,743,関東バス（株）,中村北四丁目,2
練馬区,35.72837,139.649607,745,関東バス（株）,中村南スポーツ交流センター,2
練馬区,35.729106,139.640052,746,関東バス（株）,中村南三丁目,3
練馬区,35.728814,139.643524,748,関東バス（株）,中村南二丁目,1
練馬区,35.732144,139.643527,749,関東バス（株）,中村小学校,None
練馬区,35.736261,139.639539,750,関東バス（株）,中村橋駅,2
練馬区,35.74097,139.637262,755,西武バス（株）,中村橋駅入口,2
墨田区,35.7176,139.823472,756,京成バス（株）,中村病院,1
板橋区,35.758327,139.694236,757,関東バス（株）,中板橋駅入口,2
目黒区,35.615501,139.677103,759,東急バス（株）,中根二丁目,2
目黒区,35.6123,139.677866,760,東急バス（株）,中根小学校,2
目黒区,35.61622,139.671862,761,東急バス（株）,中根町,2
目黒区,35.615265,139.669654,763,東急バス（株）,中根町交番前,2
中央区,35.682835,139.790139,764,中央区,中洲,None
世田谷区,35.619534,139.641805,765,東急バス（株）,中町五丁目,4
目黒区,35.643777,139.699494,769,東急バス（株）,中目黒駅,4
世田谷区,35.669274,139.591642,771,関東バス（株）,中給田,2
世田谷区,35.616212,139.623696,772,東急バス（株）,中耕地,2
新宿区,35.718055,139.688559,774,西武バス（株）,中落合,2
新宿区,35.7218,139.692138,775,西武バス（株）,中落合三丁目,1
新宿区,35.719584,139.690044,776,西武バス（株）,中落合二丁目,2
江戸川区,35.656609,139.864419,777,都営バス,中葛西七丁目,4
江戸川区,35.661132,139.866177,780,都営バス,中葛西五丁目,2
足立区,35.805683,139.765901,782,国際興業（株）,中郷,2
世田谷区,35.63815,139.667094,784,東急バス（株）,中里,2
北区,35.741314,139.752624,787,北区,中里保育園,1
目黒区,35.638139,139.706548,788,東急バス（株）,中里橋,2
中野区,35.709379,139.663417,789,関東バス（株）,中野けやき通り,1
中野区,35.701266,139.679027,791,京王バス,中野一丁目,2
中野区,35.701952,139.665307,794,関東バス（株）,中野三丁目,2
中野区,35.709861,139.669494,795,関東バス（株）,中野五丁目,2
中野区,35.702722,139.669352,797,関東バス（株）,中野保健所,2
中野区,35.708661,139.675421,800,関東バス（株）,中野六丁目〔桃園第二小学校前〕,None
中野区,35.725767,139.65401,801,関東バス（株）,中野北郵便局前,2
中野区,35.707497,139.665315,804,京王バス,中野区役所〔京王バス〕,None
中野区,35.707559,139.665308,806,関東バス（株）,中野区役所〔関東バス〕,None
中野区,35.710006,139.663774,809,関東バス（株）,中野区役所入口,1
中野区,35.716622,139.664058,810,京王バス,中野区立総合体育館,1
中野区,35.708231,139.662636,811,関東バス（株）,中野四季の森公園,2
中野区,35.697022,139.68168,815,都営バス,中野坂上,2
中野区,35.697705,139.682754,818,京王バス,中野坂上駅,2
中野区,35.697312,139.662871,821,都営バス,中野天神前,2
中野区,35.716473,139.658131,822,関東バス（株）,中野工業高校,1
中野区,35.694953,139.674276,823,京王バス,中野新橋交差点,2
中野区,35.692263,139.67447,824,京王バス,中野新橋駅,2
中野区,35.684529,139.663457,825,京王バス,中野特別支援学校,1
中野区,35.702904,139.66693,826,京王バス,中野総合病院,2
中野区,35.690836,139.668784,829,京王バス,中野車庫,3
中野区,35.707194,139.665039,832,関東バス（株）,中野駅,1
葛飾区,35.721363,139.854721,851,京成バス（株）,中関橋,2
千代田区,35.679619,139.761583,852,日の丸自動車興業,丸の内マイプラザ,None
大田区,35.58774,139.766059,853,都営バス,丸全昭和前,2
大田区,35.586888,139.67342,854,東急バス（株）,丸子橋,None
中野区,35.723929,139.669614,855,関東バス（株）,丸山営業所,2
練馬区,35.754559,139.576771,857,練馬区,丸山東橋,2
練馬区,35.755811,139.570754,858,練馬区,丸山西橋,2
中野区,35.723929,139.669521,859,京王バス,丸山車庫,1
港区,35.667371,139.72747,860,港区,乃木公園,None
港区,35.66626,139.72822,861,港区,乃木坂駅入口,1
大田区,35.584257,139.694479,862,東急バス（株）,久が原出世観音,2
大田区,35.580289,139.697844,863,東急バス（株）,久が原特別出張所前,2
練馬区,35.763258,139.57156,864,西武バス（株）,久保新田,2
世田谷区,35.68128,139.59816,865,関東バス（株）,久我山病院,1
中央区,35.688272,139.786361,866,都営バス,久松町,1
渋谷区,35.653115,139.701408,867,東急バス・東急トランセ,乗泉寺,1
世田谷区,35.605978,139.660751,868,東急バス（株）,九品仏駅前,2
千代田区,35.692659,139.74384,869,千代田区,九段さくら館,1
千代田区,35.693332,139.743222,870,都営バス,九段三丁目,2
千代田区,35.694001,139.745747,871,千代田区,九段上,2
千代田区,35.696122,139.751095,873,都営バス,九段下,2
千代田区,35.697831,139.750535,877,千代田区,九段北一丁目,1
中央区,35.677174,139.777197,878,都営バス,亀島橋,2
江東区,35.696157,139.821052,880,都営バス,亀戸一丁目,2
江東区,35.696964,139.835527,882,都営バス,亀戸七丁目,2
江東区,35.696225,139.843082,883,都営バス,亀戸中学校入口,2
江東区,35.697156,139.839319,884,都営バス,亀戸九丁目,2
江東区,35.696833,139.832302,885,都営バス,亀戸六丁目,2
江東区,35.702436,139.825607,886,都営バス,亀戸四丁目,4
江東区,35.701387,139.820407,888,都営バス,亀戸天神前,2
江東区,35.704132,139.82561,889,京成バス（株）,亀戸香取神社,2
江東区,35.698022,139.825505,890,都営バス,亀戸駅前,8
江東区,35.695949,139.825696,894,都営バス,亀戸駅通り,5
葛飾区,35.755838,139.848812,899,葛飾区,亀有一丁目,2
葛飾区,35.758646,139.847809,901,葛飾区,亀有中学校,2
葛飾区,35.762644,139.847576,904,葛飾区,亀有二丁目,2
葛飾区,35.769425,139.848557,907,東武バス,亀有五丁目,2
葛飾区,35.762904,139.840557,909,葛飾区,亀有四丁目,2
葛飾区,35.754167,139.850575,910,京成バス（株）,亀有新道,2
葛飾区,35.752366,139.85024,911,都営バス,亀有新道入口,2
葛飾区,35.76216,139.862991,912,都営バス,亀有警察署前,2
葛飾区,35.766387,139.848116,913,京成バス（株）,亀有駅,2
葛飾区,35.766995,139.847904,920,東武バス,亀有駅北口,4
墨田区,35.697147,139.803235,924,京成バス（株）,亀沢三丁目,1
