ID,バス会社名称,路線ID,停車順番,バス停名称,路線名称,緯度,経度,市区町村名
3227,都営バス,161,10,江戸川文化センター前,錦27[都営バス],35.711135,139.870018,江戸川区
3228,都営バス,161,11,江戸川区役所前〔都営バス/京成タウンバス〕,錦27[都営バス],35.707014,139.867905,江戸川区
3229,都営バス,161,12,京葉交差点,錦27[都営バス],35.702978,139.867291,江戸川区
3230,都営バス,161,13,小松川警察署前,錦27[都営バス],35.702119,139.863863,江戸川区
3231,都営バス,161,14,小松川三丁目,錦27[都営バス],35.699267,139.849832,江戸川区
3232,都営バス,161,15,東大島駅前〔小松川口〕,錦27[都営バス],35.689489,139.84891,江戸川区
3233,都営バス,161,16,小松川一丁目アパート前,錦27[都営バス],35.691876,139.848535,江戸川区
3234,都営バス,161,17,小松川二丁目,錦27[都営バス],35.694182,139.849109,江戸川区
3235,都営バス,161,18,小松川健康サポートセンター前,錦27[都営バス],35.695596,139.848868,江戸川区
3236,都営バス,161,19,小松川第二小学校前,錦27[都営バス],35.697566,139.850217,江戸川区
3237,都営バス,161,20,中川新橋,錦27[都営バス],35.698539,139.847878,江戸川区
3238,都営バス,161,21,浅間神社(江東区),錦27[都営バス],35.697536,139.844008,江東区
3239,都営バス,161,22,亀戸九丁目,錦27[都営バス],35.697156,139.839319,江東区
3240,都営バス,161,23,亀戸七丁目,錦27[都営バス],35.696964,139.835527,江東区
3241,都営バス,161,24,亀戸六丁目,錦27[都営バス],35.696833,139.832302,江東区
3242,都営バス,161,25,水神森,錦27[都営バス],35.696567,139.828721,江東区
3243,都営バス,161,26,亀戸駅通り,錦27[都営バス],35.696372,139.824563,江東区
3244,都営バス,161,27,亀戸一丁目,錦27[都営バス],35.696157,139.821052,江東区
3245,都営バス,161,28,江東車庫前,錦27[都営バス],35.695687,139.817633,墨田区
3246,都営バス,161,29,錦糸町駅前,錦27[都営バス],35.695384,139.814208,墨田区
3247,都営バス,161,30,江東橋,錦27[都営バス],35.695137,139.810077,墨田区
3248,都営バス,161,31,緑三丁目(東京都),錦27[都営バス],35.694847,139.804738,墨田区
3249,都営バス,161,32,緑二丁目,錦27[都営バス],35.694641,139.801,墨田区
3250,都営バス,161,33,緑一丁目(東京都),錦27[都営バス],35.694491,139.798504,墨田区
3251,都営バス,161,34,都営両国駅前,錦27[都営バス],35.697364,139.797268,墨田区
3252,都営バス,161,35,旧安田庭園前,錦27[都営バス],35.698971,139.794122,墨田区
3253,都営バス,161,36,両国四丁目,錦27[都営バス],35.694542,139.795319,墨田区
3254,都営バス,161,37,両国駅入口,錦27[都営バス],35.694417,139.793033,墨田区
3255,都営バス,161,38,両国駅前,錦27[都営バス],35.694976,139.792081,墨田区
3256,都営バス,162,1,東大島駅前〔大島口〕,錦28[都営バス],35.69007,139.845673,江東区
3257,都営バス,162,2,第五大島小学校前,錦28[都営バス],35.688535,139.845261,江東区
3258,都営バス,162,3,東砂団地,錦28[都営バス],35.68463,139.843076,江東区
3259,都営バス,162,4,東砂一丁目,錦28[都営バス],35.68452,139.840586,江東区
3260,都営バス,162,5,北砂六丁目,錦28[都営バス],35.68438,139.83695,江東区
3261,都営バス,162,6,北砂五丁目団地,錦28[都営バス],35.684035,139.832283,江東区
3262,都営バス,162,7,小名木川小学校入口,錦28[都営バス],35.683824,139.829276,江東区
3263,都営バス,162,8,大島一丁目(東京都),錦28[都営バス],35.687391,139.826398,江東区
3264,都営バス,162,9,西大島駅前,錦28[都営バス],35.689239,139.825698,江東区
3265,都営バス,162,10,大島二丁目(東京都),錦28[都営バス],35.689106,139.821876,江東区
3266,都営バス,162,11,江東公会堂前,錦28[都営バス],35.689002,139.818814,江東区
3267,都営バス,162,12,住吉駅前(東京都),錦28[都営バス],35.689693,139.815518,江東区
3268,都営バス,162,13,毛利二丁目,錦28[都営バス],35.691297,139.815375,江東区
3269,都営バス,162,14,錦糸町駅前,錦28[都営バス],35.695896,139.814489,墨田区
3270,都営バス,163,1,青戸車庫前,錦37[都営バス],35.743776,139.843356,葛飾区
3271,都営バス,163,2,梅田小学校前,錦37[都営バス],35.740399,139.840015,葛飾区
3272,都営バス,163,3,葛飾警察署前〔都営バス〕,錦37[都営バス],35.737673,139.837073,葛飾区
3273,都営バス,163,4,よつぎ小学校前,錦37[都営バス],35.736099,139.834953,葛飾区
3274,都営バス,163,5,四ツ木橋,錦37[都営バス],35.734579,139.8327,葛飾区
3275,都営バス,163,6,四ツ木橋南詰,錦37[都営バス],35.729557,139.826212,墨田区
3276,都営バス,163,7,新四ツ木橋,錦37[都営バス],35.728273,139.826784,墨田区
3277,都営バス,163,8,八広,錦37[都営バス],35.7265,139.827673,墨田区
3278,都営バス,163,9,八広六丁目,錦37[都営バス],35.723982,139.83041,墨田区
3279,都営バス,163,10,八広四丁目,錦37[都営バス],35.721378,139.830231,墨田区
3280,都営バス,163,11,八広三丁目,錦37[都営バス],35.718247,139.829255,墨田区
3281,都営バス,163,12,八広二丁目,錦37[都営バス],35.715611,139.828336,墨田区
3282,都営バス,163,13,中居堀,錦37[都営バス],35.713599,139.827554,墨田区
3283,都営バス,163,14,文花三丁目,錦37[都営バス],35.712318,139.824732,墨田区
3284,都営バス,163,15,十間橋通り,錦37[都営バス],35.711061,139.820969,墨田区
3285,都営バス,163,16,押上三丁目,錦37[都営バス],35.709443,139.817973,墨田区
3286,都営バス,163,17,押上一丁目,錦37[都営バス],35.711708,139.815883,墨田区
3287,都営バス,163,18,押上駅前,錦37[都営バス],35.710561,139.813427,墨田区
3288,都営バス,163,19,業平四丁目,錦37[都営バス],35.706361,139.814357,墨田区
3289,都営バス,163,20,横川三丁目(東京都),錦37[都営バス],35.704764,139.814493,墨田区
3290,都営バス,163,21,太平三丁目,錦37[都営バス],35.701711,139.814772,墨田区
3291,都営バス,163,22,錦糸公園前,錦37[都営バス],35.699236,139.814994,墨田区
3292,都営バス,163,23,錦糸町駅前,錦37[都営バス],35.697569,139.813919,墨田区
3293,都営バス,164,1,東京ビッグサイト〔バス〕,門19[都営バス],35.63023,139.793125,江東区
3294,都営バス,164,2,東京ビッグサイト東棟前,門19[都営バス],35.632014,139.794233,江東区
3295,都営バス,164,3,がん研有明病院前,門19[都営バス],35.633504,139.794424,江東区
3295,都営バス,164,3,がん研有明病院前,門19[都営バス],35.633504,139.794424,江東区
3296,都営バス,164,4,国際展示場駅入口,門19[都営バス],35.633426,139.793962,江東区
3296,都営バス,164,4,国際展示場駅入口,門19[都営バス],35.633426,139.793962,江東区
3297,都営バス,164,5,国際展示場駅前,門19[都営バス],35.633521,139.791621,江東区
3298,都営バス,164,6,国際展示場駅入口,門19[都営バス],35.633426,139.793962,江東区
3298,都営バス,164,6,国際展示場駅入口,門19[都営バス],35.633426,139.793962,江東区
3299,都営バス,164,7,がん研有明病院前,門19[都営バス],35.633504,139.794424,江東区
3299,都営バス,164,7,がん研有明病院前,門19[都営バス],35.633504,139.794424,江東区
3300,都営バス,164,8,深川車庫前,門19[都営バス],35.643171,139.802615,江東区
3301,都営バス,164,9,東雲駅前,門19[都営バス],35.641112,139.804897,江東区
3302,都営バス,164,10,辰巳三丁目,門19[都営バス],35.64219,139.812071,江東区
3303,都営バス,164,11,辰巳駅前,門19[都営バス],35.646777,139.812265,江東区
3304,都営バス,164,12,辰巳団地(東京都),門19[都営バス],35.648989,139.811937,江東区
3305,都営バス,164,13,辰巳一丁目,門19[都営バス],35.650362,139.810342,江東区
3306,都営バス,164,14,辰巳橋(東京都),門19[都営バス],35.650095,139.807394,江東区
3307,都営バス,164,15,東雲橋交差点,門19[都営バス],35.649606,139.802538,江東区
3308,都営バス,164,16,深川五中前,門19[都営バス],35.652369,139.798376,江東区
3309,都営バス,164,17,豊洲駅前,門19[都営バス],35.655099,139.795556,江東区
3310,都営バス,164,18,豊洲二丁目,門19[都営バス],35.656207,139.794564,江東区
3311,都営バス,164,19,IHI前(江東区),門19[都営バス],35.657632,139.793149,江東区
3312,都営バス,164,20,豊洲一丁目,門19[都営バス],35.660565,139.793452,江東区
3313,都営バス,164,21,豊洲四丁目,門19[都営バス],35.656054,139.79843,江東区
3314,都営バス,164,22,枝川(東京都),門19[都営バス],35.658179,139.801626,江東区
3315,都営バス,164,23,塩浜一丁目,門19[都営バス],35.659827,139.800645,江東区
3316,都営バス,164,24,浜園橋,門19[都営バス],35.661746,139.799311,江東区
3317,都営バス,164,25,都立三商前,門19[都営バス],35.66434,139.796755,江東区
3318,都営バス,164,26,東京海洋大学越中島校舎前,門19[都営バス],35.667205,139.793375,江東区
3319,都営バス,164,27,越中島,門19[都営バス],35.669663,139.791482,江東区
3320,都営バス,164,28,門前仲町,門19[都営バス],35.67303,139.795103,江東区
3321,都営バス,165,1,門前仲町,門21[都営バス],35.673975,139.795717,江東区
3322,都営バス,165,2,深川一丁目,門21[都営バス],35.675219,139.797194,江東区
3323,都営バス,165,3,深川二丁目,門21[都営バス],35.675315,139.800484,江東区
3324,都営バス,165,4,冬木,門21[都営バス],35.675384,139.803343,江東区
3325,都営バス,165,5,木場四丁目,門21[都営バス],35.674816,139.806979,江東区
3326,都営バス,165,6,木場三丁目,門21[都営バス],35.672871,139.806611,江東区
3327,都営バス,165,7,木場駅前,門21[都営バス],35.669508,139.806451,江東区
3328,都営バス,165,8,東陽三丁目,門21[都営バス],35.669476,139.810252,江東区
3329,都営バス,165,9,東陽操車所前,門21[都営バス],35.669603,139.813699,江東区
3330,都営バス,165,10,東陽町駅前,門21[都営バス],35.670108,139.816289,江東区
3331,都営バス,165,11,江東区役所前,門21[都営バス],35.67153,139.816218,江東区
3332,都営バス,165,12,豊住橋,門21[都営バス],35.675884,139.816919,江東区
3333,都営バス,165,13,東陽七丁目,門21[都営バス],35.675981,139.819302,江東区
3334,都営バス,165,14,南砂二丁目,門21[都営バス],35.675759,139.822444,江東区
3335,都営バス,165,15,南砂四丁目,門21[都営バス],35.675456,139.824054,江東区
3336,都営バス,165,16,福島橋南詰,門21[都営バス],35.674306,139.829494,江東区
3337,都営バス,165,17,南砂四丁目住宅,門21[都営バス],35.673682,139.832179,江東区
3338,都営バス,165,18,南砂五丁目団地,門21[都営バス],35.675079,139.833286,江東区
3339,都営バス,165,19,亀高橋,門21[都営バス],35.676295,139.834501,江東区
3340,都営バス,165,20,東砂四丁目,門21[都営バス],35.675821,139.838232,江東区
3341,都営バス,165,21,旧葛西橋,門21[都営バス],35.675479,139.840845,江東区
3342,都営バス,165,22,東砂六丁目北,門21[都営バス],35.674766,139.8418,江東区
3343,都営バス,165,23,東砂五丁目,門21[都営バス],35.675672,139.842959,江東区
3344,都営バス,165,24,第七砂町小学校前,門21[都営バス],35.678707,139.84366,江東区
3345,都営バス,165,25,東砂三丁目,門21[都営バス],35.681976,139.844418,江東区
3346,都営バス,165,26,東砂二丁目,門21[都営バス],35.683786,139.844805,江東区
3347,都営バス,165,27,第五大島小学校前,門21[都営バス],35.688561,139.844883,江東区
3348,都営バス,165,28,東大島駅前〔大島口〕,門21[都営バス],35.689949,139.845474,江東区
3349,都営バス,166,1,豊海水産埠頭,門33[都営バス],35.653845,139.769424,中央区
3350,都営バス,166,2,豊海区民館入口,門33[都営バス],35.655028,139.771067,中央区
3351,都営バス,166,3,新島橋,門33[都営バス],35.656065,139.772714,中央区
3352,都営バス,166,4,勝どき三丁目,門33[都営バス],35.65812,139.775611,中央区
3353,都営バス,166,5,勝どき駅前,門33[都営バス],35.659783,139.778006,中央区
3354,都営バス,166,6,月島第一小学校前,門33[都営バス],35.660803,139.780053,中央区
3355,都営バス,166,7,月島三丁目,門33[都営バス],35.662452,139.781837,中央区
3356,都営バス,166,8,月島駅前,門33[都営バス],35.665343,139.785818,中央区
3357,都営バス,166,9,越中島,門33[都営バス],35.669663,139.791482,江東区
3358,都営バス,166,10,門前仲町,門33[都営バス],35.673975,139.795717,江東区
3359,都営バス,166,11,門前仲町二丁目,門33[都営バス],35.673928,139.796043,江東区
3360,都営バス,166,12,深川一丁目,門33[都営バス],35.674552,139.79588,江東区
3361,都営バス,166,13,深川二丁目,門33[都営バス],35.676673,139.796599,江東区
3362,都営バス,166,14,平野一丁目(東京都),門33[都営バス],35.678754,139.798257,江東区
3363,都営バス,166,15,清澄庭園前,門33[都営バス],35.680907,139.798798,江東区
3364,都営バス,166,16,清澄白河駅前,門33[都営バス],35.682479,139.798592,江東区
3365,都営バス,166,17,高橋(東京都),門33[都営バス],35.685889,139.798288,江東区
3366,都営バス,166,18,森下駅前(東京都),門33[都営バス],35.688654,139.798068,江東区
3367,都営バス,166,19,千歳三丁目,門33[都営バス],35.690775,139.797876,墨田区
3368,都営バス,166,20,緑一丁目(東京都),門33[都営バス],35.693833,139.79759,墨田区
3369,都営バス,166,21,都営両国駅前,門33[都営バス],35.697364,139.797268,墨田区
3370,都営バス,166,22,石原一丁目(東京都),門33[都営バス],35.699664,139.797065,墨田区
3371,都営バス,166,23,本所一丁目(東京都),門33[都営バス],35.703049,139.796788,墨田区
3372,都営バス,166,24,東駒形一丁目,門33[都営バス],35.706862,139.798092,墨田区
3373,都営バス,166,25,吾妻橋一丁目,門33[都営バス],35.708393,139.800894,墨田区
3374,都営バス,166,26,本所吾妻橋,門33[都営バス],35.708658,139.802961,墨田区
3375,都営バス,166,27,とうきょうスカイツリー駅入口,門33[都営バス],35.70897,139.809239,墨田区
3376,都営バス,166,28,押上,門33[都営バス],35.709129,139.812915,墨田区
3377,都営バス,166,29,十間橋(東京都),門33[都営バス],35.708188,139.817373,墨田区
3378,都営バス,166,30,柳島(東京都),門33[都営バス],35.707424,139.819918,江東区
3379,都営バス,166,31,福神橋,門33[都営バス],35.704357,139.825923,江東区
3380,都営バス,166,32,亀戸四丁目,門33[都営バス],35.702436,139.825607,江東区
3381,都営バス,166,33,亀戸駅前,門33[都営バス],35.697755,139.825306,江東区
3382,都営バス,167,1,小滝橋車庫前,飯62[都営バス],35.710359,139.693351,中野区
3383,都営バス,167,2,新宿消防署,飯62[都営バス],35.707244,139.694485,新宿区
3384,都営バス,167,3,大久保駅前(東京都),飯62[都営バス],35.701839,139.696303,新宿区
3385,都営バス,167,4,新大久保駅前,飯62[都営バス],35.701596,139.699654,新宿区
3386,都営バス,167,5,大久保二丁目(東京都),飯62[都営バス],35.701257,139.704343,新宿区
3387,都営バス,167,6,大久保通り,飯62[都営バス],35.701068,139.706906,新宿区
3388,都営バス,167,7,都営戸山ハイツ前,飯62[都営バス],35.700936,139.709861,新宿区
3389,都営バス,167,8,新宿ここ・から広場前,飯62[都営バス],35.70144,139.712749,新宿区
3390,都営バス,167,9,国立国際医療研究センター前,飯62[都営バス],35.701347,139.715774,新宿区
3391,都営バス,167,10,戸山町,飯62[都営バス],35.701169,139.718356,新宿区
3392,都営バス,167,11,若松町(東京都),飯62[都営バス],35.700421,139.720463,新宿区
3393,都営バス,167,12,牛込柳町駅前,飯62[都営バス],35.699556,139.725367,新宿区
3394,都営バス,167,13,山伏町,飯62[都営バス],35.699373,139.729014,新宿区
3395,都営バス,167,14,牛込北町,飯62[都営バス],35.699763,139.732557,新宿区
3396,都営バス,167,15,牛込神楽坂駅前,飯62[都営バス],35.701838,139.737607,新宿区
3397,都営バス,167,16,東京新宿メディカルセンター前,飯62[都営バス],35.703202,139.742049,新宿区
3398,都営バス,167,17,飯田橋(東京都),飯62[都営バス],35.70288,139.74328,新宿区
3399,都営バス,167,18,都営飯田橋駅前,飯62[都営バス],35.703945,139.746801,文京区
3400,都営バス,168,1,小滝橋車庫前,飯64(小滝橋車庫前-九段下)[都営バス],35.710359,139.693351,中野区
3401,都営バス,168,2,小滝橋〔都営バス〕,飯64(小滝橋車庫前-九段下)[都営バス],35.710041,139.694533,新宿区
3402,都営バス,168,3,高田馬場四丁目〔都営バス〕,飯64(小滝橋車庫前-九段下)[都営バス],35.711524,139.696555,新宿区
3403,都営バス,168,4,高田馬場三丁目,飯64(小滝橋車庫前-九段下)[都営バス],35.712317,139.699392,新宿区
3404,都営バス,168,5,高田馬場駅前,飯64(小滝橋車庫前-九段下)[都営バス],35.713742,139.704465,新宿区
3405,都営バス,168,6,新宿区社会福祉協議会前,飯64(小滝橋車庫前-九段下)[都営バス],35.71206,139.70758,新宿区
3406,都営バス,168,7,高田馬場二丁目,飯64(小滝橋車庫前-九段下)[都営バス],35.711391,139.710815,新宿区
3407,都営バス,168,8,西早稲田,飯64(小滝橋車庫前-九段下)[都営バス],35.709631,139.715779,新宿区
3408,都営バス,168,9,甘泉園公園前,飯64(小滝橋車庫前-九段下)[都営バス],35.711474,139.716931,新宿区
3409,都営バス,168,10,グランド坂下,飯64(小滝橋車庫前-九段下)[都営バス],35.71143,139.720847,新宿区
3410,都営バス,168,11,早稲田(東京都),飯64(小滝橋車庫前-九段下)[都営バス],35.711071,139.722139,新宿区
3411,都営バス,168,12,関口一丁目,飯64(小滝橋車庫前-九段下)[都営バス],35.71055,139.724001,文京区
3412,都営バス,168,13,鶴巻町,飯64(小滝橋車庫前-九段下)[都営バス],35.709888,139.726772,文京区
3413,都営バス,168,14,江戸川橋,飯64(小滝橋車庫前-九段下)[都営バス],35.710184,139.730342,文京区
3414,都営バス,168,15,石切橋,飯64(小滝橋車庫前-九段下)[都営バス],35.709176,139.735413,文京区
3415,都営バス,168,16,東五軒町,飯64(小滝橋車庫前-九段下)[都営バス],35.708696,139.738806,新宿区
3416,都営バス,168,17,大曲(文京区),飯64(小滝橋車庫前-九段下)[都営バス],35.707216,139.743797,文京区
3417,都営バス,168,18,飯田橋(東京都),飯64(小滝橋車庫前-九段下)[都営バス],35.703543,139.744972,文京区
3418,都営バス,168,19,飯田橋駅前,飯64(小滝橋車庫前-九段下)[都営バス],35.70166,139.746259,千代田区
3419,都営バス,168,20,飯田橋一丁目,飯64(小滝橋車庫前-九段下)[都営バス],35.699559,139.748893,千代田区
3420,都営バス,168,21,まないた橋,飯64(小滝橋車庫前-九段下)[都営バス],35.696201,139.752947,千代田区
3421,都営バス,168,22,九段下,飯64(小滝橋車庫前-九段下)[都営バス],35.695378,139.752336,千代田区
3422,都営バス,169,1,小滝橋車庫前,飯64(西早稲田-早稲田)[都営バス],35.710359,139.693351,中野区
3423,都営バス,169,2,小滝橋〔都営バス〕,飯64(西早稲田-早稲田)[都営バス],35.710041,139.694533,新宿区
3424,都営バス,169,3,高田馬場四丁目〔都営バス〕,飯64(西早稲田-早稲田)[都営バス],35.711524,139.696555,新宿区
3425,都営バス,169,4,高田馬場三丁目,飯64(西早稲田-早稲田)[都営バス],35.712317,139.699392,新宿区
3426,都営バス,169,5,高田馬場駅前,飯64(西早稲田-早稲田)[都営バス],35.713742,139.704465,新宿区
3427,都営バス,169,6,新宿区社会福祉協議会前,飯64(西早稲田-早稲田)[都営バス],35.71206,139.70758,新宿区
3428,都営バス,169,7,高田馬場二丁目,飯64(西早稲田-早稲田)[都営バス],35.711391,139.710815,新宿区
3429,都営バス,169,8,西早稲田,飯64(西早稲田-早稲田)[都営バス],35.709631,139.715779,新宿区
3430,都営バス,169,9,馬場下町,飯64(西早稲田-早稲田)[都営バス],35.706381,139.719349,新宿区
3431,都営バス,169,10,早稲田(東京都),飯64(西早稲田-早稲田)[都営バス],35.710928,139.72137,新宿区
3432,都営バス,170,1,高田馬場駅前,高71[都営バス],35.712969,139.70493,新宿区
3433,都営バス,170,2,高田馬場駅通り,高71[都営バス],35.709779,139.703609,新宿区
3434,都営バス,170,3,新宿スポーツセンター入口,高71[都営バス],35.708859,139.706021,新宿区
3435,都営バス,170,4,学習院女子大学前,高71[都営バス],35.707787,139.709116,新宿区
3436,都営バス,170,5,早大理工前,高71[都営バス],35.705606,139.708832,新宿区
3437,都営バス,170,6,新宿コズミックセンター前,高71[都営バス],35.703988,139.708628,新宿区
3438,都営バス,170,7,大久保通り,高71[都営バス],35.70139,139.708247,新宿区
3439,都営バス,170,8,東新宿駅前,高71[都営バス],35.698011,139.707938,新宿区
3440,都営バス,170,9,東新宿保健センター前,高71[都営バス],35.697838,139.709931,新宿区
3441,都営バス,170,10,抜弁天,高71[都営バス],35.697833,139.712851,新宿区
3442,都営バス,170,11,余丁町,高71[都営バス],35.698568,139.716065,新宿区
3443,都営バス,170,12,河田町,高71[都営バス],35.699259,139.717964,新宿区
3444,都営バス,170,13,東京女子医大前(東京都),高71[都営バス],35.697304,139.720524,新宿区
3445,都営バス,170,14,市谷仲之町交差点,高71[都営バス],35.694936,139.724933,新宿区
3446,都営バス,170,15,合羽坂下,高71[都営バス],35.692124,139.726274,新宿区
3447,都営バス,170,16,防衛省前,高71[都営バス],35.691235,139.731236,新宿区
3448,都営バス,170,17,市ヶ谷駅前,高71[都営バス],35.691403,139.736697,千代田区
3449,都営バス,170,18,一口坂,高71[都営バス],35.692534,139.740572,千代田区
3450,都営バス,170,19,九段三丁目,高71[都営バス],35.693332,139.743222,千代田区
3451,都営バス,170,20,九段上,高71[都営バス],35.694178,139.745567,千代田区
3452,都営バス,170,21,九段下,高71[都営バス],35.695743,139.75201,千代田区
3453,都営バス,171,1,目黒駅前,黒77[都営バス],35.634235,139.716574,品川区
3454,都営バス,171,2,上大崎,黒77[都営バス],35.634378,139.719013,品川区
3455,都営バス,171,3,白金台五丁目,黒77[都営バス],35.636494,139.722668,港区
3456,都営バス,171,4,東大医科研病院西門,黒77[都営バス],35.640144,139.722339,港区
3457,都営バス,171,5,白金六丁目,黒77[都営バス],35.642748,139.721246,港区
3458,都営バス,171,6,恵比寿三丁目,黒77[都営バス],35.644532,139.721591,渋谷区
3459,都営バス,171,7,天現寺橋,黒77[都営バス],35.647251,139.722561,渋谷区
3460,都営バス,171,8,広尾駅前[広尾橋],黒77[都営バス],35.650265,139.722254,渋谷区
3461,都営バス,171,9,日赤医療センター下,黒77[都営バス],35.654378,139.722608,港区
3462,都営バス,171,10,西麻布,黒77[都営バス],35.658886,139.723502,港区
3463,都営バス,171,11,西麻布二丁目,黒77[都営バス],35.661954,139.721713,港区
3464,都営バス,171,12,青山陸橋下,黒77[都営バス],35.664619,139.720382,港区
3465,都営バス,171,13,南青山二丁目,黒77[都営バス],35.667486,139.718874,港区
3466,都営バス,171,14,北青山三丁目〔都営バス〕,黒77[都営バス],35.669512,139.715072,港区
3467,都営バス,171,15,神宮前二丁目,黒77[都営バス],35.673268,139.712428,渋谷区
3468,都営バス,171,16,霞ヶ丘(東京都),黒77[都営バス],35.674705,139.712536,渋谷区
3469,都営バス,171,17,明治公園前,黒77[都営バス],35.676476,139.712496,渋谷区
3470,都営バス,171,18,千駄ヶ谷八幡前,黒77[都営バス],35.678591,139.711071,渋谷区
3471,都営バス,171,19,千駄ヶ谷駅前,黒77[都営バス],35.680247,139.711207,渋谷区
3472,都営バス,172,1,東大島駅前〔小松川口〕,AL01(東大島駅前-チェリーガーデン前)[都営バス],35.689181,139.848832,江戸川区
3472,都営バス,172,1,東大島駅前〔小松川口〕,AL01(東大島駅前-チェリーガーデン前)[都営バス],35.689181,139.848832,江戸川区
3473,都営バス,172,2,小松川一丁目アパート前,AL01(東大島駅前-チェリーガーデン前)[都営バス],35.691876,139.848535,江戸川区
3474,都営バス,172,3,小松川二丁目,AL01(東大島駅前-チェリーガーデン前)[都営バス],35.694182,139.849109,江戸川区
3475,都営バス,172,4,小松川健康サポートセンター前,AL01(東大島駅前-チェリーガーデン前)[都営バス],35.695596,139.848868,江戸川区
3476,都営バス,172,5,小松川さくらホール前,AL01(東大島駅前-チェリーガーデン前)[都営バス],35.696526,139.849313,江戸川区
3477,都営バス,172,6,小松川第二保育園前,AL01(東大島駅前-チェリーガーデン前)[都営バス],35.696951,139.851064,江戸川区
3478,都営バス,172,7,チェリーガーデン前,AL01(東大島駅前-チェリーガーデン前)[都営バス],35.695481,139.851775,江戸川区
3479,都営バス,172,8,東大島駅前〔小松川口〕,AL01(東大島駅前-チェリーガーデン前)[都営バス],35.689181,139.848832,江戸川区
3479,都営バス,172,8,東大島駅前〔小松川口〕,AL01(東大島駅前-チェリーガーデン前)[都営バス],35.689181,139.848832,江戸川区
3480,都営バス,173,1,チェリーガーデン前,AL01(チェリーガーデン前-東大島駅前)[都営バス],35.695481,139.851775,江戸川区
3481,都営バス,173,2,自由の広場前,AL01(チェリーガーデン前-東大島駅前)[都営バス],35.694529,139.851061,江戸川区
3482,都営バス,173,3,小松川二丁目,AL01(チェリーガーデン前-東大島駅前)[都営バス],35.694188,139.849426,江戸川区
3483,都営バス,173,4,小松川一丁目アパート前,AL01(チェリーガーデン前-東大島駅前)[都営バス],35.691394,139.848667,江戸川区
3484,都営バス,173,5,東大島駅前〔小松川口〕,AL01(チェリーガーデン前-東大島駅前)[都営バス],35.689181,139.848832,江戸川区
3485,都営バス,174,1,新宿駅西口,CH01[都営バス/京王バス],35.690963,139.698582,新宿区
3485,都営バス,174,1,新宿駅西口,CH01[都営バス/京王バス],35.690963,139.698582,新宿区
3486,都営バス,174,2,都庁第一本庁舎,CH01[都営バス/京王バス],35.690214,139.691504,新宿区
3487,都営バス,174,3,都庁第二本庁舎,CH01[都営バス/京王バス],35.688879,139.692056,新宿区
3488,都営バス,174,4,都議会議事堂,CH01[都営バス/京王バス],35.689802,139.693513,新宿区
3489,都営バス,174,5,新宿駅西口,CH01[都営バス/京王バス],35.690963,139.698582,新宿区
3489,都営バス,174,5,新宿駅西口,CH01[都営バス/京王バス],35.690963,139.698582,新宿区
3490,都営バス,175,1,葛西駅前,FL01[都営バス],35.664,139.87298,江戸川区
3491,都営バス,175,2,長島町交差点,FL01[都営バス],35.666835,139.873107,江戸川区
3492,都営バス,175,3,葛西中学校前,FL01[都営バス],35.670684,139.871977,江戸川区
3493,都営バス,175,4,新川橋(東京都),FL01[都営バス],35.673485,139.87173,江戸川区
3494,都営バス,175,5,三角(東京都),FL01[都営バス],35.67553,139.870999,江戸川区
3495,都営バス,175,6,船堀七丁目,FL01[都営バス],35.676869,139.869615,江戸川区
3496,都営バス,175,7,陣屋橋,FL01[都営バス],35.678602,139.867287,江戸川区
3497,都営バス,175,8,船堀中組,FL01[都営バス],35.680305,139.864711,江戸川区
3498,都営バス,175,9,船堀小学校前,FL01[都営バス],35.682499,139.862861,江戸川区
3499,都営バス,175,10,船堀駅前,FL01[都営バス],35.684195,139.863755,江戸川区
3500,都営バス,175,11,東大島駅入口,FL01[都営バス],35.691387,139.843996,江東区
3501,都営バス,175,12,亀戸中学校入口,FL01[都営バス],35.696225,139.843082,江東区
3502,都営バス,175,13,亀戸九丁目,FL01[都営バス],35.697156,139.839319,江東区
3503,都営バス,175,14,亀戸七丁目,FL01[都営バス],35.696964,139.835527,江東区
3504,都営バス,175,15,亀戸六丁目,FL01[都営バス],35.696833,139.832302,江東区
3505,都営バス,175,16,水神森,FL01[都営バス],35.696567,139.828721,江東区
3506,都営バス,175,17,亀戸駅通り,FL01[都営バス],35.696372,139.824563,江東区
3507,都営バス,175,18,亀戸一丁目,FL01[都営バス],35.696157,139.821052,江東区
3508,都営バス,175,19,江東車庫前,FL01[都営バス],35.695687,139.817633,墨田区
3509,都営バス,175,20,錦糸町駅前,FL01[都営バス],35.695887,139.814121,墨田区
3510,都営バス,176,1,渋谷駅前,RH01[都営バス],35.659377,139.702207,渋谷区
3511,都営バス,176,2,渋谷三丁目,RH01[都営バス],35.658095,139.707496,渋谷区
3512,都営バス,176,3,青山学院中等部前,RH01[都営バス],35.659055,139.713871,港区
3513,都営バス,176,4,南青山七丁目,RH01[都営バス],35.659486,139.718367,港区
3514,都営バス,176,5,西麻布,RH01[都営バス],35.659739,139.722271,港区
3515,都営バス,176,6,EXシアター六本木前,RH01[都営バス],35.660728,139.727207,港区
3516,都営バス,176,7,六本木けやき坂,RH01[都営バス],35.659214,139.730595,港区
3517,都営バス,176,8,六本木ヒルズ,RH01[都営バス],35.660319,139.729071,港区
