,ID,バス会社名称,路線ID,停車順番,バス停名称,路線名称,緯度,経度,市区町村名
8317,22231.0,関東バス（株）,1367.0,10.0,上十条五丁目,赤31:赤羽駅-大和町-高円寺駅[国際興業バス/関東バス],35.763839,139.715051,北区
1705,2136.0,都営バス,105.0,37.0,上十条五丁目,王78[都営バス],35.764217,139.715367,北区
11108,27171.0,国際興業（株）,1716.0,10.0,上十条四丁目,赤50:王子駅-十条駅-赤羽駅[国際興業バス],35.761997,139.716127,北区
11091,27154.0,国際興業（株）,1715.0,10.0,上十条四丁目,赤50/王23-2:赤羽駅-十条駅-王子駅[国際興業バス],35.761997,139.716127,北区
11111,27174.0,国際興業（株）,1716.0,13.0,上十条郵便局,赤50:王子駅-十条駅-赤羽駅[国際興業バス],35.758667,139.725612,北区
11094,27157.0,国際興業（株）,1715.0,13.0,上十条郵便局,赤50/王23-2:赤羽駅-十条駅-王子駅[国際興業バス],35.758667,139.725612,北区
5327,6019.0,京王バス,348.0,7.0,上原一丁目,渋60[京王バス],35.667776,139.686271,渋谷区
5678,9090.0,京王バス,558.0,6.0,上原一丁目,渋68[京王バス],35.667776,139.686271,渋谷区
5724,9137.0,京王バス,562.0,6.0,上原一丁目,渋69[京王バス],35.667776,139.686271,渋谷区
5704,9117.0,渋谷区,560.0,8.0,上原一丁目,丘を越えてルート〔上原方面〕[ハチ公バス],35.667776,139.686271,渋谷区
5328,6020.0,京王バス,348.0,8.0,上原二丁目,渋60[京王バス],35.667909,139.683526,渋谷区
5705,9118.0,渋谷区,560.0,9.0,上原二丁目,丘を越えてルート〔上原方面〕[ハチ公バス],35.667909,139.683526,渋谷区
5679,9091.0,京王バス,558.0,7.0,上原二丁目,渋68[京王バス],35.667909,139.683526,渋谷区
5725,9138.0,京王バス,562.0,7.0,上原二丁目,渋69[京王バス],35.667909,139.683526,渋谷区
5711,9124.0,渋谷区,561.0,4.0,上原二丁目南,丘を越えてルート〔渋谷方面〕[ハチ公バス],35.664057,139.679938,渋谷区
5710,9123.0,渋谷区,561.0,3.0,上原小学校,丘を越えてルート〔渋谷方面〕[ハチ公バス],35.665664,139.679249,渋谷区
3028,3454.0,都営バス,171.0,2.0,上大崎,黒77[都営バス],35.634378,139.719013,品川区
3272,3692.0,都営バス,188.0,10.0,上大崎,品93出入[都営バス],35.634378,139.719013,品川区
1300,1710.0,都営バス,86.0,2.0,上大崎,橋86[都営バス],35.634378,139.719013,品川区
5091,5540.0,東急バス（株）,310.0,22.0,上大崎,東98[東急バス],35.634378,139.719013,品川区
520,520.0,都営バス,25.0,25.0,上大崎,品93[都営バス],35.634378,139.719013,品川区
10391,26433.0,国際興業（株）,1677.0,12.0,上宿,池21:池袋駅-舟渡町-高島平駅[国際興業バス],35.757596,139.706801,板橋区
10360,26402.0,国際興業（株）,1676.0,13.0,上宿,池20:池袋駅-西台駅-高島平操車場[国際興業バス],35.757596,139.706801,板橋区
10710,26752.0,国際興業（株）,1696.0,10.0,上宿,赤57:赤羽駅-日大病院[国際興業バス],35.75784,139.707126,板橋区
11006,27071.0,国際興業（株）,1711.0,8.0,上宿,赤97:赤羽車庫-池袋駅[国際興業バス],35.75784,139.707126,板橋区
10984,27049.0,国際興業（株）,1710.0,10.0,上宿,赤51/57:赤羽駅-日大病院・池袋駅[国際興業バス],35.75784,139.707126,板橋区
12817,113.0,都営バス,5.0,13.0,上富士前,上58[都営バス],35.732767,139.749811,文京区
113,113.0,都営バス,5.0,13.0,上富士前,上58[都営バス],35.732767,139.749811,文京区
1937,2368.0,都営バス,116.0,2.0,上富士前,茶51(駒込駅南口-秋葉原駅前)[都営バス],35.732975,139.748972,文京区
3160,3580.0,都営バス,182.0,2.0,上富士前,茶51(本郷二丁目-御茶ノ水駅前)[都営バス],35.732975,139.748972,文京区
6888,17705.0,京成バス（株）,1083.0,10.0,上本郷,小72[小岩駅-一之江駅][京成バス],35.710609,139.907267,江戸川区
6946,17763.0,京成バス（株）,1086.0,10.0,上本郷,小72[小岩駅-瑞江駅<直通>][京成バス],35.710687,139.907074,江戸川区
12818,26855.0,国際興業（株）,1701.0,13.0,上板橋一丁目,光01/02/04:光が丘駅-練馬北町車庫-池袋駅[国際興業バス],35.759986,139.67837,板橋区
10813,26855.0,国際興業（株）,1701.0,13.0,上板橋一丁目,光01/02/04:光が丘駅-練馬北町車庫-池袋駅[国際興業バス],35.759986,139.67837,板橋区
12819,26857.0,国際興業（株）,1701.0,15.0,上板橋二丁目,光01/02/04:光が丘駅-練馬北町車庫-池袋駅[国際興業バス],35.762054,139.670914,板橋区
10815,26857.0,国際興業（株）,1701.0,15.0,上板橋二丁目,光01/02/04:光が丘駅-練馬北町車庫-池袋駅[国際興業バス],35.762054,139.670914,板橋区
10898,26950.0,国際興業（株）,1706.0,1.0,上板橋駅,王54/54-2:王子駅-上板橋駅[国際興業バス],35.763617,139.676871,板橋区
11228,27290.0,国際興業（株）,1726.0,5.0,上板橋駅前,ミッドナイトアロー朝霞台・新座[国際興業バス],35.76393,139.677281,板橋区
11236,27306.0,国際興業（株）,1727.0,5.0,上板橋駅前,ミッドナイトアロー成増・朝霞台[国際興業バス],35.76393,139.677281,板橋区
10899,26951.0,国際興業（株）,1706.0,2.0,上板橋駅前,王54/54-2:王子駅-上板橋駅[国際興業バス],35.76393,139.677281,板橋区
12820,2460.0,都営バス,119.0,18.0,上根岸,草41[都営バス],35.724469,139.778918,台東区
2029,2460.0,都営バス,119.0,18.0,上根岸,草41[都営バス],35.724469,139.778918,台東区
3842,4264.0,東急バス（株）,235.0,17.0,上池上,森06 上池上循環〔外回り〕[東急バス],35.588863,139.696381,大田区
4193,4638.0,東急バス（株）,256.0,15.0,上池上,森07 上池上循環〔内回り〕[東急バス],35.588789,139.696553,大田区
4921,5370.0,東急バス（株）,302.0,20.0,上池上,森05[東急バス],35.588863,139.696381,大田区
3843,4265.0,東急バス（株）,235.0,18.0,上池上商店街,森06 上池上循環〔外回り〕[東急バス],35.592094,139.698049,大田区
4192,4637.0,東急バス（株）,256.0,14.0,上池上商店街,森07 上池上循環〔内回り〕[東急バス],35.591756,139.697945,大田区
2064,2495.0,都営バス,121.0,4.0,上池袋一丁目,草63[都営バス],35.735804,139.719148,豊島区
1633,2057.0,都営バス,103.0,4.0,上池袋一丁目,王55[都営バス],35.735804,139.719148,豊島区
1494,1922.0,都営バス,95.0,4.0,上池袋一丁目,王40(池袋駅東口-西新井駅前)[都営バス],35.735804,139.719148,豊島区
3114,3536.0,都営バス,178.0,4.0,上池袋一丁目,深夜02[都営バス],35.735804,139.719148,豊島区
2105,2536.0,都営バス,122.0,4.0,上池袋一丁目,草64(池袋駅東口-浅草雷門)[都営バス],35.735804,139.719148,豊島区
3115,3537.0,都営バス,178.0,5.0,上池袋三丁目,深夜02[都営バス],35.737511,139.721008,豊島区
2065,2496.0,都営バス,121.0,5.0,上池袋三丁目,草63[都営バス],35.737511,139.721008,豊島区
2106,2537.0,都営バス,122.0,5.0,上池袋三丁目,草64(池袋駅東口-浅草雷門)[都営バス],35.737511,139.721008,豊島区
1495,1923.0,都営バス,95.0,5.0,上池袋三丁目,王40(池袋駅東口-西新井駅前)[都営バス],35.737511,139.721008,豊島区
1634,2058.0,都営バス,103.0,5.0,上池袋三丁目,王55[都営バス],35.737511,139.721008,豊島区
3116,3538.0,都営バス,178.0,6.0,上池袋四丁目,深夜02[都営バス],35.739192,139.722855,豊島区
1635,2059.0,都営バス,103.0,6.0,上池袋四丁目,王55[都営バス],35.739192,139.722855,豊島区
2066,2497.0,都営バス,121.0,6.0,上池袋四丁目,草63[都営バス],35.739192,139.722855,豊島区
2107,2538.0,都営バス,122.0,6.0,上池袋四丁目,草64(池袋駅東口-浅草雷門)[都営バス],35.739192,139.722855,豊島区
1496,1924.0,都営バス,95.0,6.0,上池袋四丁目,王40(池袋駅東口-西新井駅前)[都営バス],35.739192,139.722855,豊島区
3719,4138.0,都営バス,226.0,1.0,上沼田団地,王49〔東京女子医大医療センター方面〕[都営バス],35.778406,139.7628,足立区
9102,24584.0,東武バス,1550.0,9.0,上沼田団地,深夜31:王子-鹿浜橋-西新井[東武バス],35.778397,139.763896,足立区
8994,24476.0,東武バス,1544.0,8.0,上沼田団地,西01:皿沼循環[東武バス],35.778397,139.763896,足立区
1607,2033.0,都営バス,101.0,12.0,上沼田団地,王49(王子駅前-足立区役所)[都営バス],35.778406,139.7628,足立区
3370,3790.0,都営バス,194.0,19.0,上沼田団地,王49〔ハートアイランド廻り〕[都営バス],35.778406,139.7628,足立区
9490,25009.0,東武バス,1575.0,23.0,上沼田団地,王30・足35:亀有-王子・足立区役所[東武バス],35.778168,139.763642,足立区
11033,27098.0,国際興業（株）,1712.0,13.0,上沼田団地入口,赤27:赤羽駅-環七-西新井駅[国際興業バス],35.778387,139.763876,足立区
11060,27123.0,国際興業（株）,1713.0,15.0,上沼田団地入口,赤27-2:赤羽車庫-環七-西新井駅[国際興業バス],35.778387,139.763876,足立区
11419,27554.0,国際興業（株）,1742.0,1.0,上沼田団地入口,赤27:赤羽駅-医大-西新井駅〔医療センター〕[国際興業バス],35.778387,139.763876,足立区
4493,4941.0,東急バス（株）,272.0,26.0,上用賀三丁目,渋22[東急バス],35.631347,139.633391,世田谷区
5221,5725.0,東急バス（株）,326.0,3.0,上用賀三丁目,用賀駅-弦巻営業所[東急バス],35.630514,139.633636,世田谷区
4069,4515.0,東急バス（株）,249.0,3.0,上用賀三丁目,用06[東急バス],35.630514,139.633636,世田谷区
4938,5387.0,東急バス（株）,304.0,6.0,上用賀三丁目,都立01【臨時】[東急バス],35.630906,139.633831,世田谷区
4102,4548.0,東急バス（株）,250.0,16.0,上用賀三丁目,等12[東急バス],35.630514,139.633636,世田谷区
4758,5209.0,東急バス（株）,292.0,15.0,上用賀三丁目,用01[東急バス],35.631347,139.633391,世田谷区
5230,5734.0,東急バス（株）,327.0,3.0,上用賀三丁目,用賀駅-成城学園前駅[東急バス],35.630514,139.633636,世田谷区
4773,5224.0,東急バス（株）,294.0,5.0,上用賀五丁目,用22[東急バス],35.632609,139.628191,世田谷区
4765,5216.0,東急バス（株）,293.0,5.0,上用賀五丁目,用21[東急バス],35.632609,139.628191,世田谷区
4775,5226.0,東急バス（株）,294.0,7.0,上用賀六丁目,用22[東急バス],35.636873,139.626835,世田谷区
4767,5218.0,東急バス（株）,293.0,7.0,上用賀六丁目,用21[東急バス],35.636873,139.626835,世田谷区
4491,4939.0,東急バス（株）,272.0,24.0,上用賀四丁目,渋22[東急バス],35.635488,139.631564,世田谷区
4104,4550.0,東急バス（株）,250.0,18.0,上用賀四丁目,等12[東急バス],35.63511,139.6316,世田谷区
4071,4517.0,東急バス（株）,249.0,5.0,上用賀四丁目,用06[東急バス],35.63511,139.6316,世田谷区
4771,5222.0,東急バス（株）,294.0,3.0,上用賀遊歩道,用22[東急バス],35.627796,139.629715,世田谷区
4763,5214.0,東急バス（株）,293.0,3.0,上用賀遊歩道,用21[東急バス],35.627796,139.629715,世田谷区
1194,1207.0,都営バス,67.0,19.0,上田端,東43[都営バス],35.73532,139.759367,北区
1861,2292.0,都営バス,111.0,20.0,上田端,端44[都営バス],35.73532,139.759367,北区
7630,19461.0,小田急バス（株）,1192.0,39.0,上町,渋26[小田急バス],35.642767,139.64704,世田谷区
4812,5261.0,東急バス（株）,296.0,14.0,上町,等11[東急バス],35.64227,139.646207,世田谷区
4483,4931.0,東急バス（株）,272.0,16.0,上町,渋22[東急バス],35.64227,139.646207,世田谷区
4400,4845.0,東急バス（株）,268.0,16.0,上町,渋24他[東急バス/小田急バス],35.64227,139.646207,世田谷区
4353,4798.0,東急バス（株）,266.0,16.0,上町,渋21[東急バス],35.64227,139.646207,世田谷区
4370,4815.0,東急バス（株）,267.0,16.0,上町,渋23[東急バス],35.64227,139.646207,世田谷区
12821,4799.0,東急バス（株）,266.0,17.0,上町駅,渋21[東急バス],35.642778,139.646784,世田谷区
4354,4799.0,東急バス（株）,266.0,17.0,上町駅,渋21[東急バス],35.642778,139.646784,世田谷区
12822,10003.0,練馬区,634.0,5.0,上石神井アパート,関町ルート(上石神井-関町)[みどりバス],35.731714,139.583346,練馬区
5847,10003.0,練馬区,634.0,5.0,上石神井アパート,関町ルート(上石神井-関町)[みどりバス],35.731714,139.583346,練馬区
6031,10899.0,西武バス（株）,678.0,9.0,上石神井中学校入口,西03[西武バス/関東バス],35.728224,139.591402,練馬区
6085,10987.0,西武バス（株）,683.0,2.0,上石神井中学校入口,泉33/泉34/泉35/泉37[西武バス],35.729471,139.591422,練馬区
5904,10220.0,西武バス（株）,646.0,14.0,上石神井中学校入口,吉60他[西武バス],35.729471,139.591422,練馬区
5841,9997.0,練馬区,633.0,14.0,上石神井中学校入口,関町ルート(順天堂-上石神井)[みどりバス],35.728224,139.591402,練馬区
5844,10000.0,練馬区,634.0,2.0,上石神井中学校入口,関町ルート(上石神井-関町)[みどりバス],35.729471,139.591422,練馬区
5839,9995.0,練馬区,633.0,12.0,上石神井二丁目,関町ルート(順天堂-上石神井)[みどりバス],35.729564,139.596308,練馬区
12823,9995.0,練馬区,633.0,12.0,上石神井二丁目,関町ルート(順天堂-上石神井)[みどりバス],35.729564,139.596308,練馬区
6088,10990.0,西武バス（株）,683.0,5.0,上石神井北小学校,泉33/泉34/泉35/泉37[西武バス],35.735864,139.589439,練馬区
6028,10896.0,西武バス（株）,678.0,6.0,上石神井北小学校,西03[西武バス/関東バス],35.734699,139.589634,練馬区
5907,10223.0,西武バス（株）,646.0,17.0,上石神井北小学校,吉60他[西武バス],35.735864,139.589439,練馬区
5842,9998.0,練馬区,633.0,15.0,上石神井駅,関町ルート(順天堂-上石神井)[みどりバス],35.726522,139.591156,練馬区
6032,10900.0,西武バス（株）,678.0,10.0,上石神井駅,西03[西武バス/関東バス],35.725991,139.591259,練馬区
5843,9999.0,練馬区,634.0,1.0,上石神井駅,関町ルート(上石神井-関町)[みどりバス],35.726522,139.591156,練馬区
6084,10986.0,西武バス（株）,683.0,1.0,上石神井駅,泉33/泉34/泉35/泉37[西武バス],35.726475,139.591399,練馬区
5903,10219.0,西武バス（株）,646.0,13.0,上石神井駅,吉60他[西武バス],35.726475,139.591399,練馬区
8116,21298.0,関東バス（株）,1306.0,18.0,上石神井駅,吉80/81:吉祥寺駅-青梅街道営業所-上石神井駅[関東バス],35.725991,139.591381,練馬区
8120,21335.0,関東バス（株）,1309.0,16.0,上石神井駅,西01/02:西荻窪駅-青梅街道営業所-上石神井駅[関東バス],35.725991,139.591381,練馬区
7590,18732.0,小田急バス（株）,1151.0,10.0,上祖パンダ公園南,祖師谷・成城地域循環[小田急バス],35.652399,139.602033,世田谷区
7731,19794.0,小田急バス（株）,1210.0,7.0,上祖師谷四丁目,成06[小田急バス],35.655211,139.596309,世田谷区
7689,19682.0,小田急バス（株）,1204.0,7.0,上祖師谷四丁目,歳20[小田急バス],35.655311,139.596218,世田谷区
7674,19667.0,小田急バス（株）,1203.0,7.0,上祖師谷四丁目,歳21[小田急バス],35.655311,139.596218,世田谷区
7758,19879.0,小田急バス（株）,1214.0,13.0,上祖師谷四丁目,成02[小田急バス],35.655211,139.596309,世田谷区
7744,19807.0,小田急バス（株）,1211.0,7.0,上祖師谷四丁目,成城学園前駅-仙川-狛江駅[小田急バス],35.655311,139.596218,世田谷区
7786,20208.0,小田急バス（株）,1237.0,7.0,上祖師谷四丁目,成城学園前駅-仙川-狛江営業所[小田急バス],35.655311,139.596218,世田谷区
6945,17762.0,京成バス（株）,1086.0,9.0,上篠崎,小72[小岩駅-瑞江駅<直通>][京成バス],35.712401,139.906361,江戸川区
6887,17704.0,京成バス（株）,1083.0,9.0,上篠崎,小72[小岩駅-一之江駅][京成バス],35.712295,139.906642,江戸川区
8069,21069.0,関東バス（株）,1292.0,12.0,上落合一丁目,百01:高田馬場駅-東中野駅西口[関東バス],35.711236,139.690176,新宿区
12824,20794.0,関東バス（株）,1277.0,11.0,上落合一丁目,宿08:中野駅-小滝橋-新宿駅西口[関東バス],35.711288,139.688803,中野区
7840,20794.0,関東バス（株）,1277.0,11.0,上落合一丁目,宿08:中野駅-小滝橋-新宿駅西口[関東バス],35.711288,139.688803,中野区
12825,10676.0,西武バス（株）,667.0,15.0,上落合二丁目,宿20他[西武バス],35.713095,139.686105,新宿区
6007,10676.0,西武バス（株）,667.0,15.0,上落合二丁目,宿20他[西武バス],35.713095,139.686105,新宿区
9472,24991.0,東武バス,1575.0,5.0,上谷中町,王30・足35:亀有-王子・足立区役所[東武バス],35.777205,139.834136,足立区
9280,24762.0,東武バス,1562.0,8.0,上谷中町,綾21:綾瀬-綾瀬署-六ツ木-綾瀬駅北口[東武バス],35.777379,139.834591,足立区
10866,26918.0,国際興業（株）,1704.0,4.0,上赤塚交番,増17:成増駅-区立美術館-高島平操車場[国際興業バス],35.780852,139.638469,板橋区
10840,26882.0,国際興業（株）,1702.0,4.0,上赤塚交番,高01/増19:成増駅-西高島平駅-高島平操車場[国際興業バス],35.780852,139.638469,板橋区
10857,26902.0,国際興業（株）,1703.0,4.0,上赤塚交番,増14:成増駅-下笹目[国際興業バス],35.780852,139.638469,板橋区
73,73.0,都営バス,3.0,25.0,上野公園,上26[都営バス],35.709754,139.771856,台東区
178,178.0,都営バス,7.0,26.0,上野公園,上69(小滝橋車庫前-上野公園)[都営バス],35.709401,139.770912,台東区
125,125.0,都営バス,5.0,25.0,上野公園,上58[都営バス],35.709534,139.771644,台東区
3506,3924.0,都営バス,204.0,24.0,上野公園,上69(上野公園-小滝橋車庫前)[都営バス],35.709401,139.770912,台東区
152,152.0,都営バス,6.0,26.0,上野公園,上60[都営バス],35.709673,139.771601,台東区
99,99.0,都営バス,4.0,26.0,上野公園山下,上46[都営バス],35.710813,139.774163,台東区
1,1.0,都営バス,1.0,2.0,上野公園山下,上23(上野松坂屋前-平井駅前)[都営バス],35.711086,139.773964,台東区
2010,2441.0,都営バス,118.0,33.0,上野公園山下,草39[都営バス],35.710813,139.774163,台東区
651,649.0,都営バス,33.0,8.0,上野公園山下,上01[都営バス],35.711086,139.773964,台東区
12411,31712.0,台東区,2050.0,12.0,上野動物園池之端門前,東西めぐりん〔千駄木駅-浅草駅〕[めぐりん(台東区)],35.714434,139.76798,台東区
12441,31742.0,台東区,2051.0,12.0,上野学園,南めぐりん〔台東病院-台東区役所〕[めぐりん(台東区)],35.715496,139.782483,台東区
12145,31460.0,台東区,2036.0,22.0,上野学園,南めぐりん〔浅草橋駅北-台東区役所〕[めぐりん(台東区)],35.715011,139.782086,台東区
649,647.0,都営バス,33.0,6.0,上野広小路,上01[都営バス],35.708183,139.771979,文京区
177,177.0,都営バス,7.0,25.0,上野広小路,上69(小滝橋車庫前-上野公園)[都営バス],35.708735,139.77307,台東区
151,151.0,都営バス,6.0,25.0,上野広小路,上60[都営バス],35.707969,139.772295,文京区
72,72.0,都営バス,3.0,24.0,上野広小路,上26[都営バス],35.707969,139.772295,文京区
2337,2766.0,都営バス,139.0,18.0,上野広小路,都02(大塚駅前-錦糸町駅前)[都営バス],35.708183,139.771979,文京区
126,126.0,都営バス,5.0,26.0,上野松坂屋前,上58[都営バス],35.707551,139.772786,台東区
100,100.0,都営バス,4.0,27.0,上野松坂屋前,上46[都営バス],35.709104,139.773546,台東区
12110,31425.0,文京区,2034.0,16.0,上野松坂屋前,本郷・湯島ルート〔天神下方面〕[Bーぐる(文京区)],35.707275,139.772451,台東区
0,0.0,都営バス,1.0,1.0,上野松坂屋前,上23(上野松坂屋前-平井駅前)[都営バス],35.70699,139.772551,台東区
2011,2442.0,都営バス,118.0,34.0,上野松坂屋前,草39[都営バス],35.709104,139.773546,台東区
650,648.0,都営バス,33.0,7.0,上野松坂屋前,上01[都営バス],35.707821,139.773891,台東区
67,67.0,都営バス,3.0,19.0,上野桜木,上26[都営バス],35.7224,139.77407,台東区
12393,31694.0,台東区,2049.0,13.0,上野桜木,東西めぐりん〔区役所-三崎坂上-千駄木駅〕[めぐりん(台東区)],35.7224,139.77407,台東区
12388,31689.0,台東区,2049.0,8.0,上野桜木会館,東西めぐりん〔区役所-三崎坂上-千駄木駅〕[めぐりん(台東区)],35.719772,139.770746,台東区
12826,5441.0,東急バス（株）,306.0,21.0,上野毛まちづくりセンター,黒02[東急バス],35.613293,139.640463,世田谷区
4992,5441.0,東急バス（株）,306.0,21.0,上野毛まちづくりセンター,黒02[東急バス],35.613293,139.640463,世田谷区
4700,5151.0,東急バス（株）,288.0,3.0,上野毛駅,玉11〔出入庫〕[東急バス],35.611332,139.637665,世田谷区
3998,4444.0,東急バス（株）,245.0,13.0,上野毛駅,園01[東急バス],35.612468,139.638094,世田谷区
12827,4444.0,東急バス（株）,245.0,13.0,上野毛駅,園01[東急バス],35.612468,139.638094,世田谷区
5196,5673.0,東急バス（株）,320.0,3.0,上野毛駅,玉21[東急バス],35.612238,139.63793,世田谷区
4993,5442.0,東急バス（株）,306.0,22.0,上野毛駅,黒02[東急バス],35.612025,139.638668,世田谷区
7378,18238.0,京成バス（株）,1117.0,24.0,上野郵便局,ぐるーりめぐりん[京成バス],35.718981,139.780424,台東区
12391,31692.0,台東区,2049.0,11.0,上野郵便局,東西めぐりん〔区役所-三崎坂上-千駄木駅〕[めぐりん(台東区)],35.718981,139.780424,台東区
7377,18237.0,京成バス（株）,1117.0,23.0,上野駅〔入谷口〕,ぐるーりめぐりん[京成バス],35.714504,139.778434,台東区
12415,31716.0,台東区,2050.0,16.0,上野駅〔入谷口〕,東西めぐりん〔千駄木駅-浅草駅〕[めぐりん(台東区)],35.714504,139.778434,台東区
6463,12736.0,高速バス,781.0,1.0,上野駅〔入谷口〕,東京-静岡/御殿場プレミアム・アウトレット号[高速バス],35.714504,139.778434,台東区
12383,31684.0,台東区,2049.0,3.0,上野駅〔入谷口〕,東西めぐりん〔区役所-三崎坂上-千駄木駅〕[めぐりん(台東区)],35.714504,139.778434,台東区
12444,31745.0,台東区,2051.0,15.0,上野駅〔南めぐりん〕,南めぐりん〔台東病院-台東区役所〕[めぐりん(台東区)],35.711923,139.778478,台東区
12124,31439.0,台東区,2036.0,1.0,上野駅〔南めぐりん〕,南めぐりん〔浅草橋駅北-台東区役所〕[めぐりん(台東区)],35.711923,139.778478,台東区
9570,25246.0,東武バス,1586.0,2.0,上野駅〔東武バス〕,ミッドナイトアロー春日部[東武バス],35.711011,139.773914,台東区
9575,25276.0,東武バス,1588.0,2.0,上野駅〔東武バス〕,ミッドナイトアロー柏・我孫子[東武バス],35.711011,139.773914,台東区
8390,22465.0,高速バス,1384.0,4.0,上野駅〔松村ビル前〕,東京-大阪/フライングスニーカー大阪[高速バス],35.710375,139.776347,台東区
8622,23625.0,高速バス,1469.0,2.0,上野駅〔松村ビル前〕,東京-山形/TOKYOサンライズ[高速バス],35.710375,139.776347,台東区
8635,23724.0,高速バス,1478.0,1.0,上野駅〔松村ビル前〕,パンダ号上野線:上野-弘前・青森[高速バス],35.710375,139.776347,台東区
8634,23721.0,高速バス,1477.0,1.0,上野駅〔松村ビル前〕,スカイ号:上野-弘前・青森[高速バス],35.710375,139.776347,台東区
8629,23675.0,高速バス,1473.0,2.0,上野駅〔松村ビル前〕,東京-岡山/ままかりライナー[高速バス],35.710375,139.776347,台東区
8530,23307.0,高速バス,1436.0,3.0,上野駅〔松村ビル前〕,東京-石川/きまっし号[高速バス],35.710375,139.776347,台東区
8355,22302.0,高速バス,1373.0,2.0,上野駅〔松村ビル前〕,東京-山形/レインボー[高速バス],35.710375,139.776347,台東区
6500,12965.0,高速バス,792.0,3.0,上野駅〔高速バス降車場〕,東京-茨城/みと号[高速バス],35.711649,139.777759,台東区
8487,23055.0,高速バス,1420.0,3.0,上野駅〔高速バス降車場〕,東京-ひたちなか・東海[高速バス],35.711649,139.777759,台東区
6493,12912.0,高速バス,788.0,3.0,上野駅〔高速バス降車場〕,東京-茨城/つくば号[高速バス],35.711649,139.777759,台東区
8555,23381.0,高速バス,1443.0,4.0,上野駅〔高速バス降車場〕,東京-常陸太田・常陸大宮・常陸大子[高速バス],35.711649,139.777759,台東区
9576,25296.0,東武バス,1589.0,1.0,上野駅・上野公園〔東武バス/めぐりん〕,スカイツリーシャトル:上野・浅草〔スカイツリー行〕[東武バス],35.714904,139.776568,台東区
9558,25193.0,東武バス,1582.0,7.0,上野駅・上野公園〔東武バス/めぐりん〕,スカイツリーシャトル:上野・浅草〔JR上野駅公園口行〕[東武バス],35.714904,139.776568,台東区
8342,22275.0,高速バス,1370.0,3.0,上野駅前,東京-岩手/遠野・釜石号[高速バス],35.711796,139.775981,台東区
8422,22608.0,高速バス,1397.0,7.0,上野駅前,東京・埼玉-山形/夕陽[高速バス],35.711796,139.775981,台東区
2,2.0,都営バス,1.0,3.0,上野駅前,上23(上野松坂屋前-平井駅前)[都営バス],35.711844,139.776963,台東区
98,98.0,都営バス,4.0,25.0,上野駅前,上46[都営バス],35.711409,139.775325,台東区
2009,2440.0,都営バス,118.0,32.0,上野駅前,草39[都営バス],35.711409,139.775325,台東区
6957,17774.0,京成バス（株）,1087.0,5.0,上鎌田,小73・76:瑞江駅-江戸川スポーツランド[京成バス],35.691728,139.906031,江戸川区
6989,17806.0,京成バス（株）,1088.0,28.0,上鎌田,新小71:新小岩駅-瑞江駅[京成バス],35.691589,139.906045,江戸川区
6829,17646.0,京成バス（株）,1080.0,23.0,上鎌田,小72・73・76:小岩駅-江戸川スポーツランド[京成バス],35.691728,139.906031,江戸川区
7024,17841.0,京成バス（株）,1092.0,5.0,上鎌田,瑞75[京成バス],35.691589,139.906045,江戸川区
6903,17720.0,京成バス（株）,1083.0,25.0,上鎌田,小72[小岩駅-一之江駅][京成バス],35.691589,139.906045,江戸川区
7035,17865.0,京成バス（株）,1093.0,5.0,上鎌田,臨海病院線・西瑞江線[京成バス],35.691589,139.906045,江戸川区
4250,4692.0,東急バス（株）,259.0,23.0,上馬,森91[東急バス],35.63573,139.664057,世田谷区
3939,4367.0,東急バス（株）,241.0,21.0,上馬,反11/反12[東急バス],35.63573,139.664057,世田谷区
4295,4737.0,東急バス（株）,262.0,11.0,上馬,渋11[東急バス],35.634741,139.663816,世田谷区
7459,18606.0,小田急バス（株）,1143.0,5.0,上馬,下61(駒沢陸橋-北沢タウンホール)[小田急バス],35.636706,139.665651,世田谷区
4635,5083.0,東急バス（株）,282.0,11.0,上馬,渋82[東急バス],35.634741,139.663816,世田谷区
4322,4764.0,東急バス（株）,264.0,11.0,上馬,渋12[東急バス],35.634741,139.663816,世田谷区
3940,4368.0,東急バス（株）,241.0,22.0,上馬四丁目,反11/反12[東急バス],35.63752,139.662433,世田谷区
4251,4693.0,東急バス（株）,259.0,24.0,上馬四丁目,森91[東急バス],35.63752,139.662433,世田谷区
8298,22212.0,関東バス（株）,1366.0,16.0,上高田中通り,池11:池袋駅-中野駅[国際興業バス/関東バス],35.717582,139.672766,中野区
7933,20930.0,関東バス（株）,1284.0,8.0,上高田中通り,中41:中野駅-丸山営業所-江古田駅[関東バス],35.717046,139.67231,中野区
7954,20951.0,関東バス（株）,1285.0,10.0,上高田中通り,中12/30:中野駅-中野五丁目-江古田駅[関東バス],35.717046,139.67231,中野区
3874,4294.0,東急バス（株）,237.0,8.0,下丸子図書館入口,たまちゃんバス[東急バス],35.565699,139.688896,大田区
3868,4288.0,東急バス（株）,237.0,2.0,下丸子駅入口,たまちゃんバス[東急バス],35.571733,139.687325,大田区
11973,31288.0,日立自動車交通,2025.0,19.0,下井病院,[綾瀬11/綾瀬11-2/綾瀬12/綾瀬13]はるかぜ9・12号[日立自動車交通],35.76531,139.829114,足立区
