バス停ID,バス会社名称,バス停名称,緯度,経度
545,都営バス,都営戸山ハイツ前,35.700936,139.709861
546,都営バス,新宿ここ・から広場前,35.70144,139.712749
547,都営バス,国立国際医療研究センター前,35.701347,139.715774
548,都営バス,戸山町,35.701169,139.718356
549,都営バス,若松町(東京都),35.699788,139.720235
550,都営バス,河田町,35.699519,139.719407
551,都営バス,東京女子医大前(東京都),35.697517,139.719749
552,都営バス,新宿車庫前,35.683494,139.687356
553,都営バス,中央公園(新宿区),35.688564,139.690164
554,都営バス,新宿駅西口,35.692327,139.698614
555,都営バス,東新宿駅前,35.698011,139.707938
556,都営バス,東新宿保健センター前,35.697838,139.709931
557,都営バス,抜弁天,35.697833,139.712851
558,都営バス,余丁町,35.698568,139.716065
559,都営バス,河田町,35.699259,139.717964
560,都営バス,東京女子医大前(東京都),35.697304,139.720524
561,都営バス,市谷仲之町交差点,35.694936,139.724933
562,都営バス,合羽坂下,35.691638,139.725295
563,都営バス,三栄町,35.689453,139.724102
564,都営バス,四谷二丁目(新宿区),35.687718,139.724624
565,都営バス,四谷一丁目(新宿区),35.686466,139.728231
566,都営バス,四谷駅前,35.685589,139.731776
567,都営バス,麹町五丁目,35.684492,139.734231
568,都営バス,麹町四丁目,35.684067,139.736897
569,都営バス,麹町二丁目,35.68431,139.740051
570,都営バス,半蔵門,35.684182,139.743183
571,都営バス,三宅坂,35.681486,139.745059
572,都営バス,東京オペラシティ南,35.682981,139.688712
573,都営バス,西参道(東京都),35.684878,139.691545
574,都営バス,文化服装学院前,35.685688,139.692714
575,都営バス,角筈二丁目,35.687927,139.69771
576,都営バス,新宿郵便局前(新宿区),35.690266,139.69623
577,都営バス,新宿駅西口中央通り,35.691351,139.697679
578,都営バス,新宿駅西口,35.691775,139.698733
579,都営バス,東京医大病院前,35.694484,139.692268
580,都営バス,成子坂下,35.695402,139.689355
581,都営バス,中野坂上,35.697022,139.68168
582,都営バス,宝仙寺前,35.697258,139.679535
583,都営バス,本町三丁目(中野区),35.697554,139.675037
584,都営バス,鍋屋横丁〔都営バス〕,35.697437,139.671731
585,都営バス,新中野駅前,35.697369,139.669341
586,都営バス,本町六丁目(東京都),35.6973,139.665793
587,都営バス,中野天神前,35.697312,139.662871
588,都営バス,高円寺南一丁目,35.697571,139.660243
589,都営バス,東高円寺駅前,35.697902,139.657661
590,都営バス,杉並車庫前,35.698091,139.65215
591,都営バス,高円寺陸橋,35.69744,139.654771
592,都営バス,セシオン杉並前,35.695495,139.654502
593,都営バス,堀ノ内(杉並区),35.691328,139.654819
594,都営バス,堀ノ内二丁目(杉並区),35.689189,139.655246
595,都営バス,和田堀橋,35.686987,139.656031
596,都営バス,方南八幡通り,35.682507,139.657071
597,都営バス,釜寺,35.679771,139.657283
598,都営バス,和泉一丁目,35.675698,139.659171
599,都営バス,代田橋(杉並区),35.671171,139.661454
600,都営バス,大原町(東京都),35.669166,139.661958
601,都営バス,代田六丁目,35.665412,139.660921
602,都営バス,新代田駅前,35.662914,139.660517
603,都営バス,セシオン杉並前,35.695999,139.654224
604,都営バス,高円寺陸橋,35.697878,139.653555
605,都営バス,杉並車庫前,35.697851,139.651852
606,都営バス,新橋駅前,35.666884,139.758559
607,都営バス,浜離宮前,35.664902,139.763562
608,都営バス,築地五丁目,35.663185,139.76522
609,都営バス,国立がん研究センター前(東京都),35.663983,139.76736
610,都営バス,築地六丁目,35.664211,139.773164
611,都営バス,勝どき駅前,35.658656,139.778523
612,都営バス,晴海トリトンスクエア前〔都営バス〕,35.65669,139.780705
613,都営バス,晴海三丁目,35.655772,139.780936
614,都営バス,市場前駅前,35.646257,139.786758
615,都営バス,水産仲卸棟,35.645279,139.781994
616,都営バス,豊洲市場,35.643422,139.78421
617,都営バス,葛西駅前,35.663265,139.87275
618,都営バス,長島町交差点,35.666835,139.873107
619,都営バス,葛西中学校前,35.670684,139.871977
620,都営バス,新川橋(東京都),35.673485,139.87173
621,都営バス,三角(東京都),35.67553,139.870999
622,都営バス,春江町五丁目,35.678556,139.872357
623,都営バス,春江町四丁目,35.682821,139.874864
624,都営バス,一之江七丁目,35.687251,139.877148
625,都営バス,一之江五丁目,35.690352,139.878584
626,都営バス,松江(東京都),35.695757,139.871394
627,都営バス,東小松川一丁目,35.699819,139.867775
628,都営バス,小松川三丁目,35.699903,139.848688
629,都営バス,小松川区民館前,35.703492,139.846706
630,都営バス,平井駅南口,35.70639,139.843093
631,都営バス,平井四丁目,35.70684,139.844973
632,都営バス,平井駅前,35.70675,139.8423
633,都営バス,東大島駅前〔小松川口〕,35.689489,139.84891
634,都営バス,小松川一丁目アパート前,35.691876,139.848535
635,都営バス,小松川二丁目,35.694182,139.849109
636,都営バス,小松川健康サポートセンター前,35.695596,139.848868
637,都営バス,小松川第二小学校前,35.697566,139.850217
638,都営バス,平井五丁目,35.705613,139.839026
639,都営バス,平井都営アパート前,35.702649,139.840359
640,都営バス,平井二丁目,35.699662,139.844715
641,都営バス,中川新橋,35.699009,139.846217
642,都営バス,小松川三丁目アパート前,35.697239,139.848367
643,都営バス,小松川健康サポートセンター前,35.696261,139.848475
644,都営バス,小松川二丁目,35.694188,139.849426
645,都営バス,小松川一丁目アパート前,35.691394,139.848667
646,都営バス,東大島駅前〔小松川口〕,35.689181,139.848832
647,都営バス,錦糸町駅前,35.695914,139.814465
648,都営バス,亀戸駅通り,35.69588,139.825967
649,都営バス,新砂二丁目,35.665332,139.824879
650,都営バス,東京地下鉄総合運動場前,35.662711,139.823884
651,都営バス,新東京郵便局前,35.660806,139.824003
652,都営バス,新砂一丁目,35.658359,139.824185
653,都営バス,夢の島,35.64962,139.825262
654,都営バス,新木場駅前,35.645289,139.826366
655,都営バス,新木場駅前[明治通り],35.645577,139.825435
656,都営バス,東京ビッグサイト東棟前,35.631654,139.794347
657,都営バス,東京ビッグサイト駅前,35.630029,139.791375
658,都営バス,青海駅前(東京都),35.624679,139.78153
659,都営バス,東京国際クルーズターミナル駅前,35.621126,139.774889
660,都営バス,テレコムセンター駅前,35.617458,139.778871
661,都営バス,東京港湾合同庁舎前,35.61751,139.776395
662,都営バス,日本科学未来館前,35.619069,139.775243
663,都営バス,日本科学未来館,35.619389,139.776253
664,都営バス,森下駅前(東京都),35.687561,139.798411
665,都営バス,清澄庭園前,35.680198,139.799158
666,都営バス,門前仲町,35.672019,139.794834
667,都営バス,豊洲駅前,35.653879,139.795776
668,都営バス,タウンバス車庫,35.736013,139.855621
669,都営バス,奥戸二丁目,35.73532,139.860433
670,都営バス,奥戸三丁目,35.734754,139.863847
671,都営バス,奥戸六丁目,35.731214,139.86848
672,都営バス,東新小岩二丁目,35.726424,139.867369
673,都営バス,東新小岩四丁目,35.724877,139.865219
674,都営バス,東新小岩三丁目,35.72343,139.863154
675,都営バス,東新小岩一丁目,35.721742,139.860723
676,都営バス,巽橋,35.719914,139.858082
677,都営バス,新小岩駅北口,35.717869,139.85847
678,都営バス,新小岩二丁目,35.717829,139.861481
679,都営バス,小松中学校前,35.719899,139.865131
680,都営バス,下小松橋,35.7202,139.866013
681,都営バス,新小岩四丁目,35.720204,139.867258
682,都営バス,小岩高校入口,35.722538,139.867961
683,都営バス,上一色,35.724208,139.870168
684,都営バス,上一色コミュニティセンター前,35.725349,139.872192
685,都営バス,上一色中学校前,35.723345,139.873778
686,都営バス,鹿本中学校前,35.719828,139.877111
687,都営バス,松本児童遊園前,35.715933,139.878427
688,都営バス,松本弁天,35.712564,139.879223
689,都営バス,大杉四丁目,35.709468,139.879981
690,都営バス,大杉第二小学校前,35.706043,139.880801
691,都営バス,大杉三丁目,35.704496,139.881179
692,都営バス,一之江橋西詰,35.700598,139.881896
693,都営バス,一之江高速入口,35.696888,139.882326
694,都営バス,一之江二丁目,35.693702,139.882672
695,都営バス,共育プラザ一之江入口,35.690098,139.88306
696,都営バス,一之江駅前,35.685961,139.883766
697,都営バス,西葛西駅前,35.664157,139.85907
698,都営バス,西葛西三丁目,35.666036,139.855971
699,都営バス,宇喜田,35.670799,139.856823
700,都営バス,北葛西二丁目,35.672071,139.855633
701,都営バス,小島(東京都),35.674087,139.853114
702,都営バス,六軒町(東京都),35.67707,139.853216
703,都営バス,棒茅場,35.679304,139.856418
704,都営バス,七軒町(東京都),35.679803,139.858389
705,都営バス,船堀小学校前,35.682499,139.862861
706,都営バス,船堀駅前,35.68338,139.864315
707,都営バス,船堀一丁目,35.68536,139.864392
708,都営バス,東小松川車庫前,35.688143,139.864772
709,都営バス,松江第一中学校前,35.688704,139.866196
710,都営バス,東小松川小学校前,35.693012,139.867589
711,都営バス,東小松川二丁目,35.695326,139.867682
712,都営バス,江戸川区役所前〔都営バス/京成タウンバス〕,35.707716,139.867604
713,都営バス,江戸川高校前,35.710334,139.865756
714,都営バス,松島三丁目,35.712731,139.863803
715,都営バス,新小岩一丁目,35.714888,139.861442
716,都営バス,新小岩駅前,35.716626,139.858333
717,都営バス,船堀駅前,35.683922,139.864068
718,都営バス,葛西駅前,35.66325,139.872913
719,都営バス,長島町交差点,35.668644,139.873751
720,都営バス,桑川町,35.671423,139.875423
721,都営バス,古川親水公園〔都営バス〕,35.674933,139.878797
722,都営バス,江戸川区口腔保健センター入口,35.674911,139.881948
723,都営バス,江戸川五丁目,35.674719,139.884544
724,都営バス,下今井(東京都),35.677643,139.885309
725,都営バス,瑞江中学校前,35.680546,139.885242
726,都営バス,今井児童交通公園前,35.680821,139.886901
727,都営バス,今井〔都営バス〕,35.682574,139.88864
728,都営バス,一之江駅前,35.686118,139.883557
729,都営バス,松江(東京都),35.695615,139.871591
730,都営バス,新小岩駅前,35.716385,139.858295
731,都営バス,東小松川二丁目,35.695075,139.867871
732,都営バス,東小松川小学校前,35.69187,139.867732
733,都営バス,松江第一中学校前,35.689302,139.86671
734,都営バス,東京臨海病院前,35.651744,139.855012
735,都営バス,臨海町一丁目,35.65367,139.855673
736,都営バス,紅葉川高校前,35.653248,139.859129
737,都営バス,臨海町二丁目団地前,35.653419,139.860354
738,都営バス,中左近橋,35.653272,139.862721
739,都営バス,中葛西七丁目,35.65594,139.863531
740,都営バス,葛西第三中学校入口,35.659338,139.863792
741,都営バス,中葛西五丁目,35.661424,139.866641
742,都営バス,葛西駅通り,35.661023,139.869404
743,都営バス,古川親水公園〔都営バス〕,35.675378,139.877629
744,都営バス,西瑞江五丁目,35.678364,139.879209
745,都営バス,葛西工業高校前,35.682428,139.880949
746,都営バス,一之江駅前,35.686006,139.882121
747,都営バス,松江(東京都),35.696905,139.871371
748,都営バス,中央通り(江戸川区),35.699646,139.873094
749,都営バス,同潤会,35.702633,139.87345
750,都営バス,大杉小学校前(東京都),35.705659,139.87365
751,都営バス,NTT江戸川支店前,35.710472,139.873969
752,都営バス,中央三丁目(東京都),35.713274,139.874154
753,都営バス,菅原橋,35.715231,139.874138
754,都営バス,天神橋(東京都),35.71699,139.871461
755,都営バス,光照寺,35.717991,139.869939
756,都営バス,本一色,35.718996,139.868246
757,都営バス,下小松橋,35.720048,139.865978
758,都営バス,小松中学校前,35.719507,139.864923
759,都営バス,新小岩二丁目,35.717576,139.861143
760,都営バス,新小岩駅北口,35.718278,139.857802
761,都営バス,巽橋,35.720249,139.858157
762,都営バス,東新小岩一丁目,35.721901,139.860528
763,都営バス,東新小岩三丁目,35.723216,139.862398
764,都営バス,東新小岩四丁目,35.724801,139.866016
765,都営バス,新宿駅西口,35.691849,139.698581
766,都営バス,歌舞伎町,35.693495,139.70255
767,都営バス,新宿駅東口,35.692473,139.701331
768,都営バス,新宿伊勢丹前,35.691516,139.705127
769,都営バス,大久保通り,35.701745,139.708067
770,都営バス,新宿コズミックセンター前,35.703978,139.708456
771,都営バス,早大理工前,35.70641,139.70877
772,都営バス,学習院女子大学前,35.709065,139.709199
773,都営バス,馬場下町,35.706381,139.719349
774,都営バス,早大正門,35.709103,139.722969
775,都営バス,甘泉園公園前,35.71169,139.717221
776,都営バス,早稲田(東京都),35.710909,139.721686
777,都営バス,早大正門,35.708545,139.721255
778,都営バス,馬場下町,35.706241,139.720209
779,都営バス,喜久井町,35.703015,139.721637
780,都営バス,荒木町(東京都),35.690789,139.722537
781,都営バス,四谷四丁目(新宿区),35.686934,139.716092
782,都営バス,内藤町大京町,35.684655,139.716079
783,都営バス,四谷第六小学校入口,35.681542,139.714408
784,都営バス,千駄ヶ谷駅前,35.680465,139.71209
