バス会社名称,路線名称,バス停名称,緯度,経度,ID,路線ID,停車順番
都営バス,亀23(江東高齢者医療センター-亀戸駅前)[都営バス],五ノ橋,35.692517,139.825958,309,12,15
都営バス,亀23(江東高齢者医療センター-亀戸駅前)[都営バス],亀戸駅通り,35.695949,139.825696,310,12,16
都営バス,亀23(江東高齢者医療センター-亀戸駅前)[都営バス],亀戸駅前,35.697755,139.825306,311,12,17
都営バス,亀24[都営バス],葛西橋,35.672698,139.842438,312,13,1
都営バス,亀24[都営バス],東砂六丁目北,35.674139,139.842824,313,13,2
都営バス,亀24[都営バス],東砂五丁目,35.675672,139.842959,314,13,3
都営バス,亀24[都営バス],第七砂町小学校前,35.678707,139.84366,315,13,4
都営バス,亀24[都営バス],東砂三丁目,35.681976,139.844418,316,13,5
都営バス,亀24[都営バス],東砂二丁目,35.683786,139.844805,317,13,6
都営バス,亀24[都営バス],第五大島小学校前,35.688561,139.844883,318,13,7
都営バス,亀24[都営バス],東大島駅入口,35.689246,139.844677,319,13,8
都営バス,亀24[都営バス],大島八丁目,35.690467,139.843521,320,13,9
都営バス,亀24[都営バス],大島七丁目,35.690384,139.842371,321,13,10
都営バス,亀24[都営バス],中の橋通り,35.690021,139.838407,322,13,11
都営バス,亀24[都営バス],大島駅前,35.689561,139.833629,323,13,12
都営バス,亀24[都営バス],大島三丁目(東京都),35.68922,139.82917,324,13,13
都営バス,亀24[都営バス],西大島駅前,35.69008,139.826154,325,13,14
都営バス,亀24[都営バス],五ノ橋,35.692517,139.825958,326,13,15
都営バス,亀24[都営バス],亀戸駅通り,35.695949,139.825696,327,13,16
都営バス,亀24[都営バス],亀戸駅前,35.697755,139.825306,328,13,17
都営バス,亀26[都営バス],今井〔都営バス〕,35.68341,139.887619,329,14,1
都営バス,亀26[都営バス],一之江駅前,35.686196,139.88398,330,14,2
都営バス,亀26[都営バス],一之江四丁目,35.688008,139.881668,331,14,3
都営バス,亀26[都営バス],一之江五丁目,35.689862,139.87924,332,14,4
都営バス,亀26[都営バス],西一之江三丁目,35.691883,139.876571,333,14,5
都営バス,亀26[都営バス],西一之江四丁目,35.693991,139.873764,334,14,6
都営バス,亀26[都営バス],松江(東京都),35.695856,139.871261,335,14,7
都営バス,亀26[都営バス],東小松川一丁目,35.698112,139.868248,336,14,8
都営バス,亀26[都営バス],京葉交差点,35.701945,139.867854,337,14,9
都営バス,亀26[都営バス],小松川警察署前,35.702119,139.863863,338,14,10
都営バス,亀26[都営バス],小松川三丁目,35.699267,139.849832,339,14,11
都営バス,亀26[都営バス],中川新橋,35.698539,139.847878,340,14,12
都営バス,亀26[都営バス],浅間神社(江東区),35.697536,139.844008,341,14,13
都営バス,亀26[都営バス],亀戸九丁目,35.697156,139.839319,342,14,14
都営バス,亀26[都営バス],亀戸七丁目,35.696964,139.835527,343,14,15
都営バス,亀26[都営バス],亀戸六丁目,35.696833,139.832302,344,14,16
都営バス,亀26[都営バス],水神森,35.696567,139.828721,345,14,17
都営バス,亀26[都営バス],亀戸駅前,35.697755,139.825306,346,14,18
都営バス,亀29[都営バス],なぎさニュータウン,35.646968,139.879705,347,15,1
都営バス,亀29[都営バス],南葛西小学校前,35.646997,139.874649,348,15,2
都営バス,亀29[都営バス],堀江団地,35.647605,139.870536,349,15,3
都営バス,亀29[都営バス],堀江団地入口,35.649471,139.869188,350,15,4
都営バス,亀29[都営バス],葛西南高校前,35.653979,139.869671,351,15,5
都営バス,亀29[都営バス],新田(東京都),35.655913,139.868516,352,15,6
都営バス,亀29[都営バス],第四葛西小学校前,35.659601,139.869595,353,15,7
都営バス,亀29[都営バス],葛西駅通り,35.660555,139.870094,354,15,8
都営バス,亀29[都営バス],中葛西五丁目,35.661132,139.866177,355,15,9
都営バス,亀29[都営バス],西葛西六丁目,35.66155,139.863436,356,15,10
都営バス,亀29[都営バス],西葛西駅前,35.664409,139.858781,357,15,11
都営バス,亀29[都営バス],スポーツセンター前(江戸川区),35.667946,139.860562,358,15,12
都営バス,亀29[都営バス],宇喜田,35.66991,139.858057,359,15,13
都営バス,亀29[都営バス],葛西橋東詰,35.670498,139.854144,360,15,14
都営バス,亀29[都営バス],東砂六丁目,35.672673,139.840728,361,15,15
都営バス,亀29[都営バス],旧葛西橋,35.675379,139.839964,362,15,16
都営バス,亀29[都営バス],東砂四丁目,35.67573,139.837236,363,15,17
都営バス,亀29[都営バス],亀高橋,35.676054,139.834648,364,15,18
都営バス,亀29[都営バス],北砂四丁目,35.676469,139.831379,365,15,19
都営バス,亀29[都営バス],境川(東京都),35.676782,139.828686,366,15,20
都営バス,亀29[都営バス],北砂二丁目,35.679026,139.827306,367,15,21
都営バス,亀29[都営バス],北砂三丁目,35.681951,139.827322,368,15,22
都営バス,亀29[都営バス],大島一丁目(東京都),35.687391,139.826398,369,15,23
都営バス,亀29[都営バス],西大島駅前,35.69008,139.826154,370,15,24
都営バス,亀29[都営バス],五ノ橋,35.692517,139.825958,371,15,25
都営バス,亀29[都営バス],亀戸駅通り,35.695949,139.825696,372,15,26
都営バス,亀29[都営バス],亀戸駅前,35.697755,139.825306,373,15,27
都営バス,井92(大井町駅東口-八潮パークタウン)[都営バス],大井町駅東口,35.60622,139.735483,374,16,1
都営バス,井92(大井町駅東口-八潮パークタウン)[都営バス],仙台坂,35.607089,139.739526,375,16,2
都営バス,井92(大井町駅東口-八潮パークタウン)[都営バス],青物横丁,35.61029,139.743173,376,16,3
都営バス,井92(大井町駅東口-八潮パークタウン)[都営バス],都立八潮高校前,35.6107,139.747574,377,16,4
都営バス,井92(大井町駅東口-八潮パークタウン)[都営バス],都立産業技術高専品川キャンパス前,35.607485,139.747256,378,16,5
都営バス,井92(大井町駅東口-八潮パークタウン)[都営バス],品川総合福祉センター前,35.605486,139.753184,379,16,6
都営バス,井92(大井町駅東口-八潮パークタウン)[都営バス],明晴学園前,35.603115,139.753224,380,16,7
都営バス,井92(大井町駅東口-八潮パークタウン)[都営バス],八潮北,35.602372,139.752317,381,16,8
都営バス,井92(大井町駅東口-八潮パークタウン)[都営バス],八潮パークタウン,35.599877,139.750767,382,16,9
都営バス,井96(大井町駅東口-天王洲アイル)[都営バス],大井町駅東口,35.606552,139.735166,383,17,1
都営バス,井96(大井町駅東口-天王洲アイル)[都営バス],仙台坂,35.607089,139.739526,384,17,2
都営バス,井96(大井町駅東口-天王洲アイル)[都営バス],青物横丁,35.61029,139.743173,385,17,3
都営バス,井96(大井町駅東口-天王洲アイル)[都営バス],都立八潮高校前,35.611424,139.74681,386,17,4
都営バス,井96(大井町駅東口-天王洲アイル)[都営バス],東品川ゆうゆうプラザ前,35.613087,139.750099,387,17,5
都営バス,井96(大井町駅東口-天王洲アイル)[都営バス],東品川橋,35.615748,139.750366,388,17,6
都営バス,井96(大井町駅東口-天王洲アイル)[都営バス],天王洲公園前,35.619768,139.750696,389,17,7
都営バス,井96(大井町駅東口-天王洲アイル)[都営バス],天王洲アイル,35.621238,139.750773,390,17,8
都営バス,井96(天王洲アイル-大井町駅東口)[都営バス],天王洲アイル,35.621238,139.750773,391,18,1
都営バス,井96(天王洲アイル-大井町駅東口)[都営バス],新東海橋,35.621372,139.749476,392,18,2
都営バス,井96(天王洲アイル-大井町駅東口)[都営バス],昭和橋(品川区),35.618419,139.747318,393,18,3
都営バス,井96(天王洲アイル-大井町駅東口)[都営バス],東品川三丁目,35.615276,139.747392,394,18,4
都営バス,井96(天王洲アイル-大井町駅東口)[都営バス],南品川二丁目,35.614622,139.743802,395,18,5
都営バス,井96(天王洲アイル-大井町駅東口)[都営バス],南馬場,35.613826,139.741543,396,18,6
都営バス,井96(天王洲アイル-大井町駅東口)[都営バス],南品川五丁目,35.612078,139.741976,397,18,7
都営バス,井96(天王洲アイル-大井町駅東口)[都営バス],青物横丁,35.608996,139.741697,398,18,8
都営バス,井96(天王洲アイル-大井町駅東口)[都営バス],仙台坂,35.607377,139.740106,399,18,9
都営バス,井96(天王洲アイル-大井町駅東口)[都営バス],大井町駅東口,35.606525,139.735566,400,18,10
都営バス,井98[都営バス],大井町駅東口,35.606445,139.735147,401,19,1
都営バス,井98[都営バス],仙台坂,35.607089,139.739526,402,19,2
都営バス,井98[都営バス],青物横丁,35.61029,139.743173,403,19,3
都営バス,井98[都営バス],都立八潮高校前,35.611424,139.74681,404,19,4
都営バス,井98[都営バス],品川清掃工場前,35.611643,139.754168,405,19,5
都営バス,井98[都営バス],2号バース前,35.608385,139.758458,406,19,6
都営バス,井98[都営バス],3号バース前,35.605642,139.759422,407,19,7
都営バス,井98[都営バス],4号バース前,35.603909,139.761052,408,19,8
都営バス,井98[都営バス],5号バース前,35.600723,139.762069,409,19,9
都営バス,井98[都営バス],6号バース前,35.597349,139.76383,410,19,10
都営バス,井98[都営バス],みなとが丘ふ頭公園前,35.595381,139.764652,411,19,11
都営バス,井98[都営バス],東京税関大井出張所前,35.594475,139.765981,412,19,12
都営バス,井98[都営バス],八潮二丁目,35.593965,139.769774,413,19,13
都営バス,井98[都営バス],大井水産物埠頭入口,35.594057,139.77093,414,19,14
都営バス,井98[都営バス],ニチレイ前,35.591535,139.76995,415,19,15
都営バス,井98[都営バス],セントラルビル前,35.591054,139.768989,416,19,16
都営バス,井98[都営バス],鴻池運輸前,35.589116,139.766028,417,19,17
都営バス,井98[都営バス],丸全昭和前,35.58774,139.766059,418,19,18
都営バス,井98[都営バス],ダイトー大井物流センター前,35.585266,139.766124,419,19,19
都営バス,井98[都営バス],大井埠頭バンプール前,35.585879,139.7678,420,19,20
都営バス,井98[都営バス],大井シャシープール前,35.589151,139.771624,421,19,21
都営バス,井98[都営バス],大井水産物埠頭前,35.590881,139.773049,422,19,22
都営バス,北47(足立清掃工場前-竹の塚駅前)[都営バス],足立清掃工場前〔都営バス〕,35.804033,139.797014,423,20,1
都営バス,北47(足立清掃工場前-竹の塚駅前)[都営バス],水神(足立区),35.806196,139.801589,424,20,2
都営バス,北47(足立清掃工場前-竹の塚駅前)[都営バス],北保木間,35.803414,139.801783,425,20,3
都営バス,北47(足立清掃工場前-竹の塚駅前)[都営バス],保木間,35.797892,139.80217,426,20,4
都営バス,北47(足立清掃工場前-竹の塚駅前)[都営バス],保木間仲通り,35.792727,139.801423,427,20,5
都営バス,北47(足立清掃工場前-竹の塚駅前)[都営バス],旧道交差点,35.79274,139.798591,428,20,6
都営バス,北47(足立清掃工場前-竹の塚駅前)[都営バス],公園前(足立区),35.792866,139.794834,429,20,7
都営バス,北47(足立清掃工場前-竹の塚駅前)[都営バス],竹の塚駅前,35.793561,139.792453,430,20,8
都営バス,北47(竹の塚駅前-北千住駅前)[都営バス],竹の塚駅前,35.793561,139.792453,431,21,1
都営バス,北47(竹の塚駅前-北千住駅前)[都営バス],公園前(足立区),35.793058,139.794747,432,21,2
都営バス,北47(竹の塚駅前-北千住駅前)[都営バス],旧道交差点,35.792923,139.799228,433,21,3
都営バス,北47(竹の塚駅前-北千住駅前)[都営バス],保木間仲通り,35.792914,139.801566,434,21,4
都営バス,北47(竹の塚駅前-北千住駅前)[都営バス],保木間一丁目〔都営バス〕,35.792454,139.802647,435,21,5
都営バス,北47(竹の塚駅前-北千住駅前)[都営バス],六月町〔国道4号〕,35.788587,139.802943,436,21,6
都営バス,北47(竹の塚駅前-北千住駅前)[都営バス],平野町(東京都),35.7849,139.80308,437,21,7
都営バス,北47(竹の塚駅前-北千住駅前)[都営バス],島根町,35.782216,139.803156,438,21,8
都営バス,北47(竹の塚駅前-北千住駅前)[都営バス],小右衛門町,35.777788,139.803304,439,21,9
都営バス,北47(竹の塚駅前-北千住駅前)[都営バス],足立区役所,35.775151,139.803991,440,21,10
都営バス,北47(竹の塚駅前-北千住駅前)[都営バス],足立区役所前,35.774888,139.803417,441,21,11
都営バス,北47(竹の塚駅前-北千住駅前)[都営バス],弥生町(東京都),35.77286,139.803515,442,21,12
都営バス,北47(竹の塚駅前-北千住駅前)[都営バス],都立足立高校前,35.770022,139.80364,443,21,13
都営バス,北47(竹の塚駅前-北千住駅前)[都営バス],千住車庫前〔日光街道〕,35.764754,139.803928,444,21,14
都営バス,北47(竹の塚駅前-北千住駅前)[都営バス],千住車庫前〔車庫西側〕,35.764768,139.802795,445,21,15
都営バス,北47(竹の塚駅前-北千住駅前)[都営バス],千住四丁目,35.754061,139.801248,446,21,16
都営バス,北47(竹の塚駅前-北千住駅前)[都営バス],千住二丁目,35.751661,139.800394,447,21,17
都営バス,北47(竹の塚駅前-北千住駅前)[都営バス],北千住駅前,35.749895,139.804675,448,21,18
都営バス,反94[都営バス],五反田駅,35.626287,139.723936,449,22,1
都営バス,反94[都営バス],高輪台駅前,35.631312,139.729493,450,22,2
都営バス,反94[都営バス],白金台二丁目,35.633662,139.730848,451,22,3
都営バス,反94[都営バス],明治学院前,35.636414,139.731271,452,22,4
都営バス,反94[都営バス],白金台一丁目,35.639543,139.732061,453,22,5
都営バス,反94[都営バス],白金高輪駅前,35.641714,139.733732,454,22,6
都営バス,反94[都営バス],魚籃坂下,35.644526,139.735954,455,22,7
都営バス,反94[都営バス],古川橋(東京都),35.647311,139.736119,456,22,8
都営バス,反94[都営バス],三ノ橋,35.65008,139.736547,457,22,9
都営バス,反94[都営バス],二ノ橋(港区),35.652072,139.736352,458,22,10
都営バス,反94[都営バス],麻布十番駅前,35.654351,139.736729,459,22,11
都営バス,反94[都営バス],中ノ橋(港区),35.654579,139.741909,460,22,12
都営バス,反94[都営バス],赤羽橋駅前,35.654215,139.743857,461,22,13
都営バス,反96[都営バス],五反田駅,35.626188,139.724021,462,23,1
都営バス,反96[都営バス],東五反田一丁目,35.625906,139.725259,463,23,2
都営バス,反96[都営バス],東五反田三丁目,35.625122,139.730575,464,23,3
都営バス,反96[都営バス],御殿山小学校前,35.624106,139.732512,465,23,4
都営バス,反96[都営バス],御殿山(東京都),35.623229,139.73487,466,23,5
