変更後バス停名称,緯度,経度
鷺宮二丁目,35.724314,139.646654
鷺宮一丁目,35.723888,139.648871
鷺宮一丁目,35.723888,139.648871
月光原小学校前,35.6224,139.694142
月光原小学校前,35.6224,139.694142
円融寺前,35.619584,139.692921
円融寺前,35.619584,139.692921
原町交番前,35.614846,139.692777
原町交番前,35.614846,139.692777
区立九中前,35.61213,139.69341
区立九中前,35.61213,139.69341
榎北,35.6605,139.603098
榎北,35.6605,139.603098
岩戸南四丁目,35.624533,139.592547
金杉区民館下谷分館入口,35.724999,139.786476
金杉通り,35.722861,139.783478
区営内神田住宅,35.689609,139.765893
王子本町交番,35.754221,139.732626
王子アパート,35.754212,139.729831
光ストア,35.755704,139.816875
橋場老人福祉館西,35.723608,139.805998
駒込一丁目,35.735006,139.751692
旧古河庭園,35.743554,139.74646
旧古河庭園,35.743554,139.74646
花と森の東京病院,35.745156,139.743221
花と森の東京病院,35.745156,139.743221
下高井戸交番前,35.667255,139.638889
火見櫓,35.669812,139.627927
区営住宅前,35.670982,139.623708
荒玉水道端,35.669018,139.634204
三年坂,35.692258,139.63135
鎌倉街道,35.69172,139.631233
児童交通公園入口,35.688626,139.630373
児童交通公園入口,35.688626,139.630373
佼成行学園,35.689944,139.664687
佼成行学園,35.689944,139.664687
三段坂上,35.719628,139.769436
鴎外旧居跡,35.715679,139.769825
寛永寺,35.721148,139.773716
旧東京音楽学校奏楽堂,35.718271,139.773708
久我山,35.692857,139.595839
久我山四丁目,35.693747,139.592919
下通り五丁目,35.646395,139.703719
下通り五丁目,35.646395,139.703719
月光原,35.624244,139.696904
月光原,35.624244,139.696904
玉川電話局,35.616352,139.644563
玉川電話局,35.616352,139.644563
桐が谷坂上,35.618669,139.715898
桐が谷坂上,35.618669,139.715898
戸越三丁目,35.612155,139.715657
戸越三丁目,35.612155,139.715657
戸越銀座,35.614622,139.71654
戸越銀座,35.614622,139.71654
砧町東,35.640105,139.619731
砧町東,35.640105,139.619731
猿楽町,35.65154,139.702282
延命寺前,35.562224,139.694942
稲葉製作所前,35.564117,139.690258
下丸子図書館入口,35.565699,139.688896
桐ヶ丘高校,35.781881,139.706796
王子本町一丁目,35.754188,139.732671
下丸子駅入口,35.571733,139.687325
桐ヶ丘二丁目,35.781986,139.71145
砧公園緑地入口,35.62967,139.625881
砧公園緑地入口,35.62967,139.625881
玉川病院入口,35.623455,139.628006
玉川病院入口,35.623455,139.628006
五本木,35.631758,139.685996
五本木,35.631758,139.685996
鹿島神社前,35.595733,139.729733
鹿島神社前,35.595733,139.729733
九品仏駅前,35.605978,139.660751
九品仏駅前,35.605978,139.660751
高畑神社,35.542932,139.705024
柿の木坂二丁目,35.624882,139.678383
柿の木坂二丁目,35.624882,139.678383
高畑小学校,35.544905,139.707057
高畑小学校,35.544905,139.707057
奥沢七丁目,35.60651,139.658559
奥沢七丁目,35.60651,139.658559
永久橋,35.717832,139.623127
永久橋,35.717832,139.623127
開進第一小学校,35.754136,139.65806
給田境,35.672314,139.584525
給田境,35.672314,139.584525
甲州街道,35.672643,139.613343
宮が丘,35.613609,139.685968
宮が丘,35.613609,139.685968
宮元通り,35.559302,139.705715
宮元通り,35.559302,139.705715
高井戸東二丁目,35.679491,139.614663
高井戸東二丁目,35.679491,139.614663
奥沢二丁目,35.605277,139.674987
奥沢二丁目,35.605277,139.674987
高井戸東三丁目,35.685861,139.616153
高井戸東三丁目,35.685861,139.616153
羽沢三丁目,35.749162,139.670739
羽沢三丁目,35.749162,139.670739
開進第一中学校入口,35.752573,139.661523
開進第一中学校入口,35.752573,139.661523
師団坂通り,35.783968,139.714204
師団坂通り,35.783968,139.714204
奥沢駅通り,35.599913,139.673065
奥沢駅通り,35.599913,139.673065
桐ヶ丘一丁目,35.77914,139.707869
桐ヶ丘一丁目,35.77914,139.707869
奥沢駅北口,35.604106,139.671835
奥沢駅北口,35.604106,139.671835
奥沢駅南口,35.602833,139.672147
奥沢駅南口,35.602833,139.672147
丸子橋,35.586888,139.67342
丸子橋,35.586888,139.67342
七軒町,35.679803,139.858389
七軒町,35.679803,139.858389
七辻通り,35.551186,139.722246
七辻通り,35.551186,139.722246
小泉橋,35.753956,139.579503
小泉橋,35.753956,139.579503
実践女子学園前,35.656747,139.710757
若潮橋,35.616669,139.753536
若潮橋,35.616669,139.753536
室町二丁目,35.686654,139.774899
小伝馬町駅,35.691209,139.77904
宗源寺,35.669867,139.630048
昭和大学附属烏山病院,35.672801,139.594547
昭和大学附属烏山病院,35.672801,139.594547
松本児童遊園前,35.715933,139.878427
松本児童遊園前,35.715933,139.878427
小島,35.674087,139.853114
小島,35.674087,139.853114
上一色コミュニティセンター前,35.725349,139.872192
上一色コミュニティセンター前,35.725349,139.872192
上一色,35.724208,139.870168
上一色,35.724208,139.870168
小岩高校入口,35.722538,139.867961
小岩高校入口,35.722538,139.867961
初台駅,35.680531,139.686723
渋谷区役所前,35.664104,139.699136
実相寺前,35.64412,139.618618
実相寺前,35.64412,139.618618
舎人公園前,35.794343,139.769964
舎人公園前,35.794343,139.769964
小松川三丁目アパート前,35.697239,139.848367
春江町五丁目,35.678556,139.872357
春江町五丁目,35.678556,139.872357
芝浦中央公園運動場,35.635252,139.746799
芝浦中央公園運動場,35.635252,139.746799
小石川二丁目,35.712439,139.75139
小石川二丁目,35.712439,139.75139
小石川三丁目,35.715276,139.747925
小石川三丁目,35.715276,139.747925
芝浦アイランド,35.640929,139.752216
芝浦アイランド,35.640929,139.752216
芝浦ふ頭南,35.639435,139.755282
小菅三丁目,35.755341,139.821946
小菅薬局,35.754811,139.817703
芝三丁目,35.651023,139.747352
芝三丁目北,35.652839,139.74694
芝三丁目南,35.650238,139.746618
芝三丁目西,35.651265,139.745079
上原小学校,35.665664,139.679249
上原二丁目南,35.664057,139.679938
松濤美術館入口,35.65872,139.693007
松原児童遊園,35.756586,139.816641
女子聖学院,35.741714,139.751557
出雲小学校,35.550356,139.724399
出雲小学校,35.550356,139.724399
昭和大学江東豊洲病院前,35.651689,139.796674
芝一丁目,35.650731,139.753933
芝一丁目,35.650731,139.753933
芝四丁目,35.649461,139.751465
芝四丁目,35.649461,139.751465
上高井戸一丁目,35.671922,139.61121
昌平童夢館入口,35.70179,139.769426
舎人団地東,35.812786,139.763627
舎人団地東,35.812786,139.763627
舎人一号公園,35.807556,139.753839
舎人一号公園,35.807556,139.753839
渋谷4丁目,35.658316,139.713112
渋谷図書館入口,35.655428,139.710361
舎人公園東,35.795778,139.774651
舎人公園東,35.795778,139.774651
小川町交差点,35.695204,139.766566
若宮一丁目,35.716735,139.649921
勝楽堂病院前,35.753027,139.797564
勝どき五丁目,35.656617,139.77131
勝どき橋西,35.66397,139.774255
小山台高校入口,35.621589,139.700446
小山台高校入口,35.621589,139.700446
小山三丁目,35.617985,139.705169
小山三丁目,35.617985,139.705169
勝島一丁目,35.600129,139.744334
勝島一丁目,35.600129,139.744334
勝島,35.598973,139.742787
勝島,35.598973,139.742787
小島社会教育館,35.703772,139.781619
若宮三丁目アパート,35.721365,139.640113
小台二丁目北,35.759111,139.758962
小台町民会館,35.75856,139.761317
小台一丁目,35.756969,139.762256
若宮二丁目,35.716546,139.643199
祝橋,35.669141,139.770084
祝橋南,35.668871,139.769596
昭和島入口,35.575983,139.745716
渋谷インフォスタワー,35.655166,139.701184
松庵三丁目北,35.701493,139.593258
松ノ木住宅,35.688709,139.641729
松ノ木住宅,35.688709,139.641729
松ノ木公園,35.690971,139.641501
松ノ木公園,35.690971,139.641501
松ノ木二丁目,35.692319,139.641753
松ノ木二丁目,35.692319,139.641753
小松川第二保育園前,35.696951,139.851064
小松川さくらホール前,35.696526,139.849313
守屋図書館,35.634077,139.690274
守屋図書館,35.634077,139.690274
鐘ヶ淵駅,35.732464,139.820532
上根岸,35.724469,139.778918
上根岸,35.724469,139.778918
松江四中通り,35.695184,139.875049
松江四中通り,35.695184,139.875049
若林折返所,35.650184,139.663112
若林,35.650074,139.661449
若林,35.650074,139.661449
松江第四中学校前,35.697151,139.876605
松江第四中学校前,35.697151,139.876605
松蔭学園前,35.663965,139.675245
松蔭学園前,35.663965,139.675245
春江団地前,35.701942,139.893393
春江団地前,35.701942,139.893393
篠崎町七丁目,35.70305,139.901875
篠崎町七丁目,35.70305,139.901875
小岩郵便局,35.728305,139.886966
小岩郵便局,35.728305,139.886966
小岩消防署,35.707959,139.895584
小岩消防署,35.707959,139.895584
春慶寺前,35.709065,139.811467
勝海舟生誕之地・吉良邸跡入口,35.692878,139.795582
昭和町三丁目,35.74918,139.751126
昭和町三丁目,35.74918,139.751126
勝どきBRT,35.657192,139.773202
勝どきBRT,35.657192,139.773202
小学校通り,35.657892,139.87623
小学校通り,35.657892,139.87623
松江コミュニティ会館前,35.690862,139.87184
松江コミュニティ会館前,35.690862,139.87184
若林陸橋北口,35.651957,139.660165
若林陸橋北口,35.651957,139.660165
上の根橋,35.750858,139.681957
上の根橋,35.750858,139.681957
小合保育園,35.775854,139.862851
商店街入口,35.775251,139.86031
春日町図書館,35.752303,139.638137
春日町図書館,35.752303,139.638137
春日町三丁目,35.750146,139.644349
春日町三丁目,35.750146,139.644349
芝浦埠頭,35.639855,139.756802
芝浦埠頭,35.639855,139.756802
曙橋,35.692057,139.720894
曙橋,35.692057,139.720894
柴又帝釈天,35.757363,139.876352
柴又帝釈天,35.757363,139.876352
柴又六丁目,35.755117,139.877098
柴又六丁目,35.755117,139.877098
柴又小学校,35.753106,139.877839
柴又小学校,35.753106,139.877839
若木小学校,35.76931,139.676273
若木小学校,35.76931,139.676273
若木三丁目,35.772759,139.676857
若木三丁目,35.772759,139.676857
春日町一丁目西,35.749403,139.646581
春日町一丁目西,35.749403,139.646581
松浦の鐘,35.779973,139.873802
篠崎七丁目,35.703335,139.900543
篠崎七丁目,35.703335,139.900543
春日町六丁目,35.753687,139.634076
春日町六丁目,35.753687,139.634076
若宮公園入口,35.702707,139.80225
松林寺,35.685841,139.620777
松林寺,35.685841,139.620777
渋谷神宮前郵便局,35.672832,139.709299
渋谷神宮前郵便局,35.672832,139.709299
小石川後楽園入口,35.704574,139.747563
春日後楽園皮フ科,35.710755,139.753156
小石川税務署,35.706722,139.747624
春日町青少年館前,35.753222,139.638473
春日町青少年館前,35.753222,139.638473
室町三丁目,35.688755,139.773816
室町三丁目,35.688755,139.773816
小茂根中央,35.751454,139.680604
小茂根中央,35.751454,139.680604
春江町三丁目,35.691228,139.889281
春江町三丁目,35.691228,139.889281
小台,35.749841,139.762251
小台,35.749841,139.762251
小台橋,35.755769,139.762785
小台橋,35.755769,139.762785
篠崎町一丁目,35.709152,139.906846
篠崎町一丁目,35.709152,139.906846
小茂根五丁目,35.752216,139.677469
小茂根三丁目,35.752176,139.678571
上高井戸四丁目,35.685038,139.62409
上高井戸四丁目,35.685038,139.62409
上井草保健センター,35.71894,139.601716
上井草スポーツセンター,35.722057,139.601408
若洲キャンプ場前,35.619526,139.834501
小日向二丁目,35.714449,139.734042
小日向台町小学校,35.712877,139.734455
沼袋駅,35.719531,139.663396
若洲中央,35.627507,139.831077
若洲中央,35.627507,139.831077
若洲ゴルフリンクス前,35.629868,139.835952
若洲ゴルフリンクス前,35.629868,139.835952
上高井戸,35.688061,139.618263
上高井戸,35.688061,139.618263
昭和小学校,35.731639,139.749749
松庵東,35.695494,139.598035
松庵東,35.695494,139.598035
松庵町,35.697811,139.591721
松庵町,35.697811,139.591721
小石川一丁目,35.714061,139.749671
順天堂練馬病院,35.742439,139.615315
上水公園,35.671201,139.62418
上石神井二丁目,35.729564,139.596308
上石神井二丁目,35.729564,139.596308
上石神井アパート,35.731714,139.583346
上石神井アパート,35.731714,139.583346
上祖パンダ公園南,35.652399,139.602033
上町駅,35.642778,139.646784
新小岩公園,35.716734,139.853644
新小岩公園,35.716734,139.853644
新柴又駅,35.751034,139.879118
新柴又駅,35.751034,139.879118
上北沢五丁目,35.674324,139.613813
上北沢五丁目,35.674324,139.613813
常盤台四丁目,35.765101,139.679024
常盤台四丁目,35.765101,139.679024
新宿六丁目,35.774629,139.862094
新宿六丁目南,35.770994,139.865181
新宿六丁目南,35.770994,139.865181
城北中央公園,35.753718,139.670439
城北中央公園,35.753718,139.670439
新宿交通公園入口,35.761839,139.864601
新宿交通公園入口,35.761839,139.864601
上板橋二丁目,35.762054,139.670914
上板橋二丁目,35.762054,139.670914
新皆面橋,35.709451,139.900777
新皆面橋,35.709451,139.900777
新田縁通り,35.688958,139.606267
城南島二丁目,35.581136,139.77486
城南島工業,35.580852,139.778382
城南島四丁目,35.580243,139.782737
新大宮バイパス西,35.768731,139.650979
上板橋一丁目,35.759986,139.67837
上板橋一丁目,35.759986,139.67837
上板橋駅,35.763617,139.676871
新大橋,35.687867,139.794782
新大橋,35.687867,139.794782
新田土手通り,35.769184,139.752519
新田土手通り,35.769184,139.752519
新小岩四丁目,35.720204,139.867258
新小岩四丁目,35.720204,139.867258
上北沢駅入口,35.670068,139.626149
新蒲田三丁目,35.556109,139.706748
新蒲田三丁目,35.556109,139.706748
新蒲田二丁目,35.560141,139.705254
新蒲田二丁目,35.560141,139.705254
信濃町駅前,35.681515,139.719287
信濃町駅前,35.681515,139.719287
信濃町駅南口,35.679533,139.719576
信濃町駅南口,35.679533,139.719576
上野桜木会館,35.719772,139.770746
新宿スポーツセンター入口,35.708859,139.706021
新宿スポーツセンター入口,35.708859,139.706021
新宿一丁目北,35.691378,139.710646
新宿一丁目北,35.691378,139.710646
新宿小学校南,35.762441,139.857206
新宿一里塚,35.760435,139.858699
新御茶ノ水駅,35.697086,139.765354
新宿ワシントンホテル新館,35.686367,139.693647
上野動物園池之端門前,35.714434,139.76798
城東特別支援学校前,35.692093,139.834909
城東特別支援学校前,35.692093,139.834909
新大塚公園,35.716644,139.73409
新橋通り,35.696175,139.674106
新橋通り,35.696175,139.674106
新四ツ木橋,35.728273,139.826784
上野毛まちづくりセンター,35.613293,139.640463
上野毛まちづくりセンター,35.613293,139.640463
新港南橋,35.631061,139.746965
新港南橋,35.631061,139.746965
新宿駅西口中央通り,35.691351,139.697679
上落合二丁目,35.713095,139.686105
上落合二丁目,35.713095,139.686105
新橋区民施設,35.647766,139.716419
乗泉寺,35.653115,139.701408
新高円寺,35.697929,139.648375
新高円寺,35.697929,139.648375
浄風園前,35.726601,139.662498
浄風園前,35.726601,139.662498
新三河島駅前,35.737702,139.773551
新三河島駅前,35.737702,139.773551
神田美土代町,35.692467,139.765692
水道道路東,35.695206,139.597391
新木場三丁目,35.634681,139.834677
新木場南,35.632959,139.829143
新木場二丁目,35.637427,139.823086
新木場埠頭公園前,35.641674,139.823864
新木場東,35.644431,139.835785
新木場一丁目,35.645299,139.832071
清水山の森,35.764102,139.60823
清水山の森,35.764102,139.60823
森鴎外住居跡,35.714606,139.811754
森鴎外住居跡,35.714606,139.811754
新豊沢橋,35.647748,139.72049
新田東,35.770511,139.745759
新田東,35.770511,139.745759
神田錦町三丁目,35.692868,139.762162
神田練塀町,35.701133,139.774326
新富町,35.672135,139.773869
新富町,35.672135,139.773869
晴海BRTターミナル,35.656952,139.785814
人形町駅,35.684611,139.782669
水道横丁,35.671841,139.652004
水道横丁,35.671841,139.652004
水道二丁目,35.710907,139.739771
成増駅前,35.77594,139.633003
新富区民館,35.67359,139.774267
清川清掃車庫前,35.728059,139.805162
神田橋,35.688462,139.764255
神田橋,35.688462,139.764255
深川暁橋南,35.658424,139.814816
水車橋,35.629102,139.677721
水車橋,35.629102,139.677721
成城七丁目,35.647671,139.599455
成城九丁目,35.650235,139.599633
晴海区民館,35.656818,139.784461
清川清掃車庫,35.727697,139.805064
晴月橋南,35.658077,139.784122
新島橋南,35.65639,139.773069
聖路加病院前,35.666952,139.777673
聖路加病院前,35.666952,139.777673
西綾瀬三丁目,35.763886,139.818353
西綾瀬三丁目,35.763886,139.818353
西綾瀬二丁目,35.763569,139.814233
西綾瀬二丁目,35.763569,139.814233
成育医療研究センター,35.634122,139.612474
新堀一丁目,35.702277,139.887619
新堀一丁目,35.702277,139.887619
杉並希望の家,35.690766,139.6026
瑞江斎場,35.694411,139.890783
瑞江斎場,35.694411,139.890783
人見街道,35.688144,139.605963
水元中学校,35.782369,139.866042
水元中学校,35.782369,139.866042
神保町,35.694904,139.758465
神保町,35.694904,139.758465
水元社会教育館いこいの家入口,35.778173,139.854999
神保町二丁目,35.697057,139.757774
神保町二丁目,35.697057,139.757774
水上音楽堂前,35.709474,139.770499
神田富山町,35.693734,139.773023
神田駅前,35.691801,139.771532
神田駅前,35.691801,139.771532
須田町,35.695105,139.770186
須田町,35.695105,139.770186
生涯学習センター南,35.716409,139.788995
水元二丁目,35.785161,139.855701
水元二丁目,35.785161,139.855701
水元総合スポーツセンター入口,35.781316,139.860589
水元総合スポーツセンター入口,35.781316,139.860589
水元三丁目,35.78042,139.862615
水元三丁目,35.78042,139.862615
水元五丁目,35.79201,139.859846
水元五丁目,35.79201,139.859846
水元そよかぜ園,35.789814,139.86296
水元そよかぜ園,35.789814,139.86296
水元小学校,35.788113,139.864573
水元小学校,35.788113,139.864573
水元四丁目,35.785722,139.865216
水元四丁目,35.785722,139.865216
正見寺,35.709665,139.681629
正見寺,35.709665,139.681629
深沢坂下,35.619072,139.653186
深沢坂下,35.619072,139.653186
神宮前三丁目,35.67189,139.712571
神宮前三丁目,35.67189,139.712571
神宮前小学校,35.668049,139.706767
神宮前小学校,35.668049,139.706767
森下五丁目,35.685279,139.806193
森下五丁目,35.685279,139.806193
西伊興三丁目,35.795667,139.777786
西伊興三丁目,35.795667,139.777786
深沢高校,35.623228,139.645801
深沢高校,35.623228,139.645801
深沢中学入口,35.62568,139.643777
深沢中学入口,35.62568,139.643777
清正公前,35.640209,139.731415
清正公前,35.640209,139.731415
清水公園入口,35.62557,139.691565
清水公園入口,35.62557,139.691565
親水緑道,35.812733,139.767486
親水緑道,35.812733,139.767486
整備場,35.554836,139.754131
成田西子供園前,35.690483,139.63053
成田西子供園前,35.690483,139.63053
杉並税務署,35.696179,139.635226
杉並税務署,35.696179,139.635226
深沢区民センター,35.620179,139.653541
新堀二丁目,35.706038,139.891909
新堀二丁目,35.706038,139.891909
清明学園下,35.592049,139.686201
清明学園下,35.592049,139.686201
晴海二丁目北,35.656904,139.786463
聖母病院,35.720074,139.694703
聖母病院,35.720074,139.694703
世田谷警察署前,35.640026,139.666108
神保町交番前,35.694807,139.75819
水産試験場跡,35.78028,139.8786
水神,35.806196,139.801589
水神,35.806196,139.801589
清澄一丁目,35.681742,139.795102
清澄一丁目,35.681742,139.795102
清洲橋,35.684099,139.789403
清洲橋,35.684099,139.789403
成増厚生病院,35.788498,139.640422
成増厚生病院,35.788498,139.640422
人形町三丁目,35.686777,139.781743
瑞光橋公園,35.733868,139.808029
瑞光橋公園,35.733868,139.808029
新浜川橋,35.596852,139.742113
新浜川橋,35.596852,139.742113
水元公園内溜,35.780948,139.867627
西一之江二丁目,35.702809,139.879207
西一之江二丁目,35.702809,139.879207
西荻南,35.702497,139.599921
西荻南四丁目,35.700832,139.603511
西荻マイロード入口,35.703932,139.602999
西荻南三丁目,35.702618,139.602942
西烏山,35.668614,139.596855
西烏山,35.668614,139.596855
西荻北郵便局前,35.707874,139.593558
西亀有三丁目,35.76148,139.838159
西亀有三丁目,35.76148,139.838159
西亀有小学校,35.759549,139.834438
西亀有小学校,35.759549,139.834438
西葛西六丁目,35.66155,139.863436
西葛西六丁目,35.66155,139.863436
西貨物,35.557608,139.779656
西荻窪駅南口,35.703037,139.600268
西郷橋,35.651081,139.696617
西戸山公園野球場,35.707152,139.700149
西戸山公園野球場,35.707152,139.700149
西新井本町二丁目,35.777812,139.774252
西新井本町二丁目,35.777812,139.774252
西新井大師参道入口,35.777997,139.777806
西新井大師参道入口,35.777997,139.777806
西小岩一丁目,35.731005,139.876732
西小岩二丁目,35.734308,139.875121
太平一丁目,35.70107,139.810178
太平一丁目,35.70107,139.810178
東池袋四丁目,35.725679,139.719754
東池袋四丁目,35.725679,139.719754
太平二丁目,35.701184,139.812282
太平二丁目,35.701184,139.812282
石原四丁目,35.700846,139.806869
石原四丁目,35.700846,139.806869
船堀三丁目,35.680381,139.866408
船堀三丁目,35.680381,139.866408
西尾久四丁目,35.745053,139.758724
西尾久四丁目,35.745053,139.758724
田端新町二丁目,35.740805,139.766219
田端新町二丁目,35.740805,139.766219
東浅草一丁目,35.721829,139.799555
東浅草一丁目,35.721829,139.799555
浅草六丁目,35.716957,139.799067
浅草六丁目,35.716957,139.799067
浅草雷門南,35.709567,139.796284
第二葛西小学校前,35.661528,139.878617
第二葛西小学校入口,35.659832,139.877329
東葛西六丁目,35.659447,139.879942
東葛西六丁目,35.659447,139.879942
東葛西七丁目,35.657828,139.881362
東葛西七丁目,35.657828,139.881362
東葛西八丁目,35.65592,139.88106
東葛西八丁目,35.65592,139.88106
東葛西九丁目,35.65258,139.880466
東葛西九丁目,35.65258,139.880466
仲町東組,35.656922,139.880017
仲町東組,35.656922,139.880017
東葛西三丁目,35.668656,139.883584
東葛西三丁目,35.668656,139.883584
都議会議事堂,35.689802,139.693513
都庁第二本庁舎,35.688879,139.692056
東上野一丁目,35.7074,139.77936
東上野一丁目,35.7074,139.77936
都庁第一本庁舎,35.690214,139.691504
石原二丁目,35.700505,139.800427
石原二丁目,35.700505,139.800427
大塚四丁目,35.724274,139.730824
大塚四丁目,35.724274,139.730824
第二公園,35.660462,139.791822
赤坂アークヒルズ,35.667534,139.740141
椎名町駅南口,35.725368,139.695248
椎名町駅南口,35.725368,139.695248
椎名町駅北口,35.727266,139.69651
椎名町駅北口,35.727266,139.69651
冬木,35.675384,139.803343
冬木,35.675384,139.803343
潮見一丁目,35.656206,139.810392
潮見一丁目,35.656206,139.810392
東陽七丁目,35.675981,139.819302
東陽七丁目,35.675981,139.819302
東砂団地,35.68463,139.843076
東砂団地,35.68463,139.843076
大和区民活動センター,35.713538,139.648718
早稲田大学中野国際コミュニティプラザ,35.708285,139.658846
大島二丁目,35.689106,139.821876
大島二丁目,35.689106,139.821876
東砂一丁目,35.68452,139.840586
東砂一丁目,35.68452,139.840586
築地二丁目,35.669791,139.772548
築地二丁目,35.669791,139.772548
西日暮里二丁目,35.73103,139.770089
西日暮里二丁目,35.73103,139.770089
西日暮里六丁目,35.736688,139.768283
西日暮里六丁目,35.736688,139.768283
青山陸橋下,35.664619,139.720382
青山陸橋下,35.664619,139.720382
築地駅前,35.668024,139.770606
都営飯田橋駅前,35.703945,139.746801
東京新宿メディカルセンター前,35.703202,139.742049
東京新宿メディカルセンター前,35.703202,139.742049
千歳三丁目,35.690775,139.797876
千歳三丁目,35.690775,139.797876
大崎郵便局,35.624747,139.719582
大崎郵便局,35.624747,139.719582
大崎警察署前,35.621603,139.725079
大崎警察署前,35.621603,139.725079
大崎駅,35.619481,139.729339
大崎駅,35.619481,139.729339
第一三共前,35.616682,139.735554
第一三共前,35.616682,139.735554
中村南二丁目,35.728814,139.643524
中村小学校,35.732144,139.643527
中村小学校,35.732144,139.643527
中村中学校,35.72862,139.645746
代々木上原,35.664001,139.679106
代々木上原,35.664001,139.679106
東北沢駅,35.665722,139.673494
都立家政入口,35.725366,139.642828
都立家政入口,35.725366,139.642828
中央町二丁目,35.631546,139.692097
中央町,35.630187,139.691968
中央町,35.630187,139.691968
洗足学園前,35.616166,139.692762
洗足学園前,35.616166,139.692762
洗足駅,35.610218,139.694317
西台三丁目,35.774078,139.666166
西台三丁目,35.774078,139.666166
東京女子大北,35.713389,139.588453
東京女子大北,35.713389,139.588453
早宮一丁目,35.753766,139.66004
早宮一丁目,35.753766,139.66004
仲町小学校,35.758628,139.666657
仲町小学校,35.758628,139.666657
東が丘二丁目,35.629647,139.662914
東が丘二丁目,35.629647,139.662914
東中野駅大江戸線口,35.706382,139.683772
東中野駅東口,35.706934,139.686321
東中野駅入口,35.705853,139.685835
東中野本通り,35.708694,139.687123
東中野本通り,35.708694,139.687123
東中野区民活動センター,35.709746,139.688218
東中野区民活動センター,35.709746,139.688218
東京山手メディカルセンター,35.70432,139.698199
東京山手メディカルセンター,35.70432,139.698199
西台一丁目,35.777701,139.671576
西台一丁目,35.777701,139.671576
西台都営住宅,35.772949,139.6681
西台都営住宅,35.772949,139.6681
西太子堂,35.642643,139.666277
赤塚高速下,35.784012,139.653868
中台一丁目,35.766988,139.677504
中台一丁目,35.766988,139.677504
雪谷文化センター,35.588727,139.690194
雪谷文化センター,35.588727,139.690194
雪が谷中学前,35.589717,139.689047
雪が谷中学前,35.589717,139.689047
田園調布一丁目,35.591205,139.672604
田園調布一丁目,35.591205,139.672604
田園調布坂上,35.592809,139.671481
田園調布坂上,35.592809,139.671481
調布学園前,35.59528,139.670574
調布学園前,35.59528,139.670574
田園調布二丁目,35.59691,139.669462
田園調布二丁目,35.59691,139.669462
道々橋,35.587435,139.695742
道々橋,35.587435,139.695742
池雪小学校,35.591712,139.693566
池雪小学校,35.591712,139.693566
東中,35.595519,139.69021
東中,35.595519,139.69021
洗足池,35.600261,139.690732
道々橋八幡前,35.585366,139.693833
道々橋八幡前,35.585366,139.693833
天祖神社,35.613952,139.644522
天祖神社,35.613952,139.644522
大塚山,35.633049,139.701693
大塚山,35.633049,139.701693
都立大学理学部前,35.619628,139.664324
都立大学理学部前,35.619628,139.664324
赤羽橋,35.65339,139.745192
中野工業高校,35.716473,139.658131
石神井公園駅,35.743471,139.606411
石神井公園駅,35.743471,139.606411
都市大総合グラウンド前,35.617442,139.613448
中野六丁目,35.708661,139.675421
中野六丁目,35.708661,139.675421
東中野一丁目,35.701466,139.684942
東中野一丁目,35.701466,139.684942
中野区役所入口,35.710006,139.663774
等々力商店街,35.608206,139.647164
等々力不動尊,35.603853,139.647614
東京都市大前,35.597342,139.649719
東京都市大東入口,35.597161,139.653515
等々力五丁目,35.606716,139.657284
等々力通り中央,35.608304,139.650518
東京都市大南入口,35.596449,139.648603
東京都市大南入口,35.596449,139.648603
田園調布五丁目,35.592243,139.657728
田園調布五丁目,35.592243,139.657728
多摩川グランド前,35.591735,139.661096
多摩川グランド前,35.591735,139.661096
多摩川台公園,35.587787,139.667757
多摩川台公園,35.587787,139.667757
代田四丁目,35.660223,139.659925
代田四丁目,35.660223,139.659925
西六郷三丁目,35.546848,139.707197
西六郷三丁目,35.546848,139.707197
中給田,35.669274,139.591642
中給田,35.669274,139.591642
道塚小学校,35.558155,139.706747
道塚小学校,35.558155,139.706747
西六郷一丁目,35.554395,139.706752
西六郷一丁目,35.554395,139.706752
西六郷小学校,35.552429,139.706857
西六郷小学校,35.552429,139.706857
西六郷二丁目,35.549659,139.707115
西六郷二丁目,35.549659,139.707115
中延駅前,35.605562,139.713855
中延駅前,35.605562,139.713855
多摩川大橋,35.560288,139.697283
多摩川大橋,35.560288,139.697283
唐が崎,35.628433,139.690012
唐が崎,35.628433,139.690012
代官山町,35.649821,139.702431
代官山Tサイト,35.648908,139.699218
都立第一商業高校,35.65027,139.697548
東京工科専門学校前,35.606719,139.744719
桃井第三小学校,35.705447,139.602541
天祖神社前,35.701266,139.608571
青山学院西門,35.660361,139.708981
代官山保育園・ログロード代官山,35.650612,139.705163
代官山駅,35.648602,139.703794
都立一商,35.650872,139.699197
東急大井町駅,35.607466,139.733718
東急大井町駅,35.607466,139.733718
東光寺前,35.604491,139.726714
東光寺前,35.604491,139.726714
中野三丁目,35.701952,139.665307
中野三丁目,35.701952,139.665307
西大井駅入口,35.602081,139.721786
西大井駅入口,35.602081,139.721786
特養ホームおぎくぼ紫苑,35.698003,139.625179
西田端橋,35.695346,139.623381
西田端橋,35.695346,139.623381
西蓮寺前,35.678341,139.599268
中瀬中学校,35.718857,139.619616
中瀬中学校,35.718857,139.619616
大和通り,35.700682,139.599803
長原,35.602311,139.698781
